R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,protonEn,solubleMarker,volume,
3.2E-36,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,2.0,4.3E-6,0.0,0.0,0.0,37000.0,1.0,5.0E8,
3.2E-36,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,5.0,3.4E-5,0.0,0.0,0.0,61000.0,1.0,5.0E8,
3.2E-36,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,6.0,1.7E-4,0.0,0.0,0.0,88000.0,1.0,5.0E8,
3.2E-36,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,6.0,4.3E-4,0.0,0.0,0.0,110000.0,1.0,5.0E8,
3.2E-36,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,9.0,9.0E-4,0.0,0.0,0.0,130000.0,1.0,5.0E8,
1.5E-34,7.5,3199999.9999999995,74000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,3299999.9999999995,76.0,0.61,0.61,0.0,12.0,0.69,0.0,0.0,0.0,140000.0,1.0,5.0E8,
1.9E-34,8.3,3199999.9999999995,79000.0,4100.0,2600.0,0.0,0.0,0.0,0.0,0.0,2.4,3299999.9999999995,72.0,0.78,0.78,0.0,18.0,18.0,0.0,0.0,0.0,170000.0,1.0,5.0E8,
2.3999999999999999E-35,1.1,3099999.9999999995,3800.0,4100.0,2600.0,0.0,0.0,0.0,0.0,0.0,2.3,3099999.9999999995,11.0,0.26,0.26,0.0,20.0,0.0013,0.0,0.0,0.0,170000.0,1.0,5.0E8,
2.3999999999999999E-35,1.0,2999999.9999999995,3800.0,4100.0,2600.0,0.0,0.0,0.0,0.0,0.0,2.3,3099999.9999999995,11.0,0.26,0.26,0.0,21.0,0.0015,0.0,0.0,0.0,170000.0,1.0,5.0E8,
2.3999999999999999E-35,1.0,2999999.9999999995,3800.0,4100.0,2600.0,0.0,0.0,0.0,0.0,0.0,2.3,3099999.9999999995,11.0,0.26,0.26,0.0,21.0,0.002,0.0,0.0,0.0,180000.0,1.0,5.0E8,
2.3999999999999999E-35,1.0,2999999.9999999995,3800.0,4100.0,2600.0,0.0,0.0,0.0,0.0,0.0,2.3,3099999.9999999995,11.0,0.26,0.26,0.0,22.0,0.0028,0.0,0.0,0.0,190000.0,1.0,5.0E8,
2.3999999999999999E-35,1.0,2999999.9999999995,3800.0,4100.0,2600.0,0.0,0.0,0.0,0.0,0.0,2.3,3099999.9999999995,11.0,0.26,0.26,0.0,22.0,0.0041,0.0,0.0,0.0,210000.0,1.0,5.0E8,
2.3999999999999999E-35,1.0,2999999.9999999995,3800.0,4100.0,2600.0,0.0,0.0,0.0,0.0,0.0,2.3,3099999.9999999995,11.0,0.26,0.26,0.0,22.0,0.0061,0.0,0.0,0.0,220000.0,1.0,5.0E8,
2.3999999999999999E-35,1.0,2999999.9999999995,3800.0,4100.0,2600.0,0.0,0.0,0.0,0.0,0.0,2.3,3099999.9999999995,11.0,0.26,0.26,0.0,22.0,0.0091,0.0,0.0,0.0,240000.0,1.0,5.0E8,
2.3999999999999999E-35,1.0,2999999.9999999995,3800.0,4100.0,2600.0,0.0,0.0,0.0,0.0,0.0,2.3,3099999.9999999995,11.0,0.26,0.26,0.0,22.0,0.013,0.0,0.0,0.0,250000.0,1.0,5.0E8,
2.3999999999999999E-35,1.0,2999999.9999999995,3800.0,4100.0,2600.0,0.0,0.0,0.0,0.0,0.0,2.3,3099999.9999999995,11.0,0.26,0.26,0.0,22.0,0.019,0.0,0.0,0.0,270000.0,1.0,5.0E8,
2.3999999999999999E-35,1.0,2999999.9999999995,3800.0,4100.0,2600.0,0.0,0.0,0.0,0.0,0.0,2.3,3099999.9999999995,11.0,0.26,0.26,0.0,22.0,0.021,0.0,1.7E-14,2.6E-25,270000.0,1.0,5.0E8,
2.3999999999999999E-35,1.0,2999999.9999999995,3800.0,4100.0,2600.0,0.0,0.0,0.0,0.0,0.0,2.3,3099999.9999999995,11.0,0.26,0.26,0.0,22.0,0.017,0.0,8.2E-14,4.2E-24,260000.0,1.0,5.0E8,
