cMHCIEnEr,cMHCIEnPm,cMHCIEnRabA,cMHCIEnRabB,cMHCIEnRabC,cMHCIEnRabD,cMHCIEnRabE,cMHCIEnRabF,cMHCIEnRabG,cMHCIEnRabH,cMHCIEnRabI,exCxEnEr,exCxEnPm,exCxEnRabA,exCxEnRabB,exCxEnRabC,exCxEnRabD,exCxEnRabE,exCxEnRabF,exCxEnRabG,exCxEnRabH,exCxEnRabI,imCxEnEr,imCxEnPm,imCxEnRabA,imCxEnRabB,imCxEnRabC,imCxEnRabD,imCxEnRabE,imCxEnRabF,imCxEnRabG,imCxEnRabH,imCxEnRabI,membraneMarkerEr,membraneMarkerPm,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,membraneMarkerRabF,membraneMarkerRabG,membraneMarkerRabH,membraneMarkerRabI,mvbEr,mvbPm,mvbRabA,mvbRabB,mvbRabC,mvbRabD,mvbRabE,mvbRabF,mvbRabG,mvbRabH,mvbRabI,oMHCIEnEr,oMHCIEnPm,oMHCIEnRabA,oMHCIEnRabB,oMHCIEnRabC,oMHCIEnRabD,oMHCIEnRabE,oMHCIEnRabF,oMHCIEnRabG,oMHCIEnRabH,oMHCIEnRabI,ovaCyCy,ovaEnEr,ovaEnPm,ovaEnRabA,ovaEnRabB,ovaEnRabC,ovaEnRabD,ovaEnRabE,ovaEnRabF,ovaEnRabG,ovaEnRabH,ovaEnRabI,pepCyCy,pepEnEr,pepEnPm,pepEnRabA,pepEnRabB,pepEnRabC,pepEnRabD,pepEnRabE,pepEnRabF,pepEnRabG,pepEnRabH,pepEnRabI,pepMHCIEnEr,pepMHCIEnPm,pepMHCIEnRabA,pepMHCIEnRabB,pepMHCIEnRabC,pepMHCIEnRabD,pepMHCIEnRabE,pepMHCIEnRabF,pepMHCIEnRabG,pepMHCIEnRabH,pepMHCIEnRabI,protonCyCy,protonEnEr,protonEnPm,protonEnRabA,protonEnRabB,protonEnRabC,protonEnRabD,protonEnRabE,protonEnRabF,protonEnRabG,protonEnRabH,protonEnRabI,R-TfaEnEr,R-TfaEnPm,R-TfaEnRabA,R-TfaEnRabB,R-TfaEnRabC,R-TfaEnRabD,R-TfaEnRabE,R-TfaEnRabF,R-TfaEnRabG,R-TfaEnRabH,R-TfaEnRabI,R-TfEnPm,REnEr,REnPm,REnRabA,REnRabB,REnRabC,REnRabD,REnRabE,REnRabF,REnRabG,REnRabH,REnRabI,TfaEnEr,TfaEnPm,TfaEnRabA,TfaEnRabB,TfaEnRabC,TfaEnRabD,TfaEnRabE,TfaEnRabF,TfaEnRabG,TfaEnRabH,TfaEnRabI,
0.0,0.0,373.2,693.8,324.0,7.087,30.76,39.53,36.31,50.96,59.21,0.0,0.0,0.7634,9.818,8.214,2.684,7.274,16.77,15.59,34.38,26.1,0.0,0.0,0.7634,9.818,8.214,2.684,7.274,16.77,15.59,34.38,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,10.69,7.076,335.4,3.172,2.85,3.602,3.247,4.875,0.0,0.0,21.98,26.86,234.0,128.2,0.4818,0.6876,1.126,0.8766,1.183,0.0,0.0,4.7999999999999994E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,191000.0,50270.0,19290.0,19350.0,988100.0,10070.0,13140.0,8063.0,10610.0,11150.0,0.0,0.0,6.594E-34,2.914E-33,1.097E-33,4.685E-34,1.439E-33,1.8240000000000002E-32,2.217E-34,9.135E-33,5.166E-34,0.01,0.0,0.0,28.39,75.38,29.26,3.96,2.009,3.882,3.645,4.98,5.912,0.0,1.0E-5,9.161,4.927,2.016,12.98,1.073,0.7809,0.2136,0.489,0.2288,
0.0,0.0,371.0,687.7,350.0,2.876,33.78,39.57,36.68,50.96,58.87,0.0,0.0,0.7633,9.818,8.194,2.647,7.293,16.77,13.88,33.82,28.37,0.0,0.0,0.7633,9.818,8.194,2.647,7.293,16.77,13.88,33.82,28.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.08,10.69,7.05,333.6,3.143,2.833,3.584,3.228,4.844,0.0,0.0,23.99,32.9,204.9,131.8,0.5946,0.6362,1.117,0.8467,1.172,0.0,0.0,4.7999999999999994E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046E-4,0.0,191000.0,72850.0,18310.0,17020.0,913500.0,9542.0,12210.0,7452.0,9873.0,10380.0,0.0,7.927E-9,6.5890000000000005E-34,2.91E-33,1.084E-33,4.683E-34,1.428E-33,1.8240000000000002E-32,2.2140000000000002E-34,9.133999999999999E-33,5.1630000000000005E-34,0.01,0.0,4.168E-5,28.38,75.38,29.13,3.949,2.138,3.881,3.682,4.978,5.877,0.0,5.168E-5,9.152,4.925,2.001,12.89,1.086,0.7804,0.2117,0.4882,0.2287,
0.0,0.0,370.2,686.9,364.9,1.183,33.86,39.58,36.68,50.96,58.87,0.0,0.0,0.7628,9.823,8.189,2.624,7.293,16.77,13.88,33.82,28.37,0.0,0.0,0.7628,9.823,8.189,2.624,7.293,16.77,13.88,33.82,28.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.09,10.68,6.961,330.8,3.164,2.791,3.545,3.191,4.808,0.0,0.0,24.72,33.74,189.9,132.0,0.5038,0.6258,1.101,0.8366,1.16,0.0,0.0,4.7999999999999994E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.243E-4,0.0,191000.0,99120.0,18120.0,15990.0,890200.0,9417.0,11900.0,7240.0,9642.0,10150.0,0.0,1.332E-8,6.588E-34,2.909E-33,1.073E-33,4.68E-34,1.414E-33,1.8240000000000002E-32,2.21E-34,9.133999999999999E-33,5.161E-34,0.01,0.0,7.502E-5,28.38,75.38,29.13,3.937,2.138,3.881,3.682,4.978,5.877,0.0,8.502E-5,9.148,4.925,1.998,12.81,1.085,0.7797,0.2109,0.4875,0.2275,
0.0,10.97,370.4,660.0,397.5,0.7795,33.76,40.23,36.95,50.62,58.38,0.0,0.05491,0.7437,9.576,8.359,2.57,7.226,14.0,13.78,32.43,32.79,0.0,0.05491,0.7437,9.576,8.359,2.57,7.226,14.0,13.78,32.43,32.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.06,10.67,6.867,326.2,3.131,2.739,3.493,3.139,4.736,0.0,1.579E-7,24.48,31.56,175.4,132.3,0.4827,0.613,1.101,0.8287,1.158,0.0,0.0,4.7999999999999994E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.027E-4,0.0,191000.0,125900.0,18550.0,15290.0,894400.0,9548.0,11800.0,7274.0,9462.0,10090.0,0.0,1.907E-8,6.531E-34,2.72E-33,1.197E-33,4.52E-34,1.378E-33,1.8590000000000002E-32,3.6460000000000003E-34,8.945E-33,2.547E-34,0.01,0.0,1.025,28.37,72.44,31.05,3.934,2.126,3.944,3.708,4.943,5.829,0.0,0.06084,9.141,4.878,1.997,12.69,1.071,0.7881,0.2138,0.4807,0.2157,
0.0,17.49,382.5,647.6,400.8,0.7292,26.83,41.34,36.45,51.81,58.55,0.0,0.0836,0.8479,10.2,8.344,2.533,6.351,16.6,12.1,32.18,32.05,0.0,0.0836,0.8479,10.2,8.344,2.533,6.351,16.6,12.1,32.18,32.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.06,11.23,7.155,327.1,3.183,2.767,3.508,3.229,4.776,0.0,3.447E-4,24.39,30.52,168.2,131.7,0.4743,0.5892,1.092,0.813,1.148,0.0,0.0,4.7999999999999994E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,191000.0,144900.0,19210.0,15250.0,918500.0,9789.0,11580.0,7437.0,9460.0,10360.0,0.0,2.389E-8,6.893E-34,2.617E-33,1.199E-33,4.518E-34,1.364E-33,1.8590000000000002E-32,3.6480000000000004E-34,8.953E-33,2.574E-34,0.01,0.0,1.633,29.41,70.67,30.86,3.923,1.85,4.062,3.66,5.107,5.861,0.0,0.08358,9.14,4.89,1.939,12.65,1.09,0.7909,0.2145,0.4834,0.2165,
0.0,44.31,392.5,619.9,422.6,0.5405,26.4,42.87,38.31,48.42,58.58,0.0,0.1536,0.943,9.862,8.392,2.564,6.361,16.8,11.43,32.6,31.98,0.0,0.1536,0.943,9.862,8.392,2.564,6.361,16.8,11.43,32.6,31.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.06,11.79,7.42,327.1,3.234,2.783,3.511,3.309,4.803,0.0,4.533E-7,24.82,29.79,134.2,131.7,0.4708,0.5713,1.094,0.8006,1.148,0.0,0.0,4.7999999999999994E8,23630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.174E-4,0.0,191000.0,164600.0,20370.0,15130.0,965700.0,10210.0,11800.0,8229.0,8975.0,10900.0,0.0,2.557E-8,1.906E-11,2.4429999999999998E-33,1.203E-33,3.447E-34,1.228E-33,1.936E-32,1.7219999999999998E-33,7.046E-33,3.5940000000000004E-34,0.01,0.0,1.98,30.59,67.82,31.9,3.906,1.811,4.211,3.841,4.78,5.866,0.0,0.116,9.106,4.872,1.97,12.59,1.073,0.8142,0.2506,0.4297,0.2187,
0.0,78.28,384.8,577.9,427.0,0.5414,24.68,42.27,38.14,45.46,57.55,0.0,0.3786,0.9076,9.408,8.114,3.303,6.634,16.72,11.36,32.42,31.84,0.0,0.3786,0.9076,9.408,8.114,3.303,6.634,16.72,11.36,32.42,31.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.82,11.32,8.224,326.7,3.309,2.818,3.468,3.497,4.824,0.0,8.008E-7,23.99,53.06,124.7,135.2,0.8457,0.6802,1.123,1.382,1.346,0.0,0.0,4.7999999999999994E8,23630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.122E-4,0.0,191000.0,174400.0,30780.0,20240.0,984400.0,11310.0,11860.0,8328.0,10360.0,11620.0,0.0,2.935E-8,1.032E-11,2.3609999999999998E-33,1.217E-33,3.67E-34,1.213E-33,1.936E-32,1.721E-33,7.04E-33,3.5670000000000004E-34,0.01,0.0,3.413,29.77,67.11,32.02,4.259,1.718,4.175,3.83,4.607,5.804,0.0,0.2113,9.058,4.842,1.905,12.56,1.074,0.8161,0.2496,0.4389,0.2208,
0.0,126.5,385.2,580.0,381.9,0.5307,24.66,42.26,38.14,45.46,57.55,0.0,0.5593,1.079,9.169,8.349,3.016,6.608,16.71,11.36,32.39,31.83,0.0,0.5593,1.079,9.169,8.349,3.016,6.608,16.71,11.36,32.39,31.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.39,12.07,8.139,327.5,3.319,2.808,3.52,3.438,4.848,0.0,1.294E-6,24.03,50.9,128.0,129.2,0.5497,0.58,1.138,0.8926,1.203,0.0,0.0,4.7989999999999994E8,67260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.208E-4,0.0,191000.0,191800.0,29870.0,21590.0,1002000.0,11620.0,11970.0,8527.0,10390.0,12050.0,0.0,2.859E-8,1.175E-10,2.303E-33,1.174E-33,3.542E-34,1.1959999999999999E-33,1.935E-32,1.72E-33,7.038E-33,3.5560000000000003E-34,0.01,0.0,4.053,31.02,66.25,31.53,3.814,1.686,4.165,3.828,4.56,5.788,0.0,0.3107,9.051,4.832,1.867,12.47,1.068,0.8139,0.2502,0.4328,0.2191,
0.0,132.2,384.8,580.3,377.0,0.5349,24.67,42.7,38.18,44.96,57.55,0.0,0.6251,0.9634,9.356,8.282,2.943,6.608,16.76,11.36,32.33,31.83,0.0,0.6251,0.9634,9.356,8.282,2.943,6.608,16.76,11.36,32.33,31.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.94,11.51,8.252,328.2,3.38,2.827,3.525,3.533,4.88,0.0,1.352E-6,24.04,50.6,127.3,127.9,0.5543,0.5807,1.122,0.9125,1.201,0.0,0.0,4.7989999999999994E8,67260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,191000.0,205100.0,28720.0,21600.0,1035000.0,12170.0,12060.0,8706.0,10720.0,12560.0,0.0,3.243E-8,1.109E-10,2.3149999999999998E-33,1.1389999999999999E-33,3.5220000000000004E-34,1.187E-33,1.957E-32,1.739E-33,6.791E-33,3.577E-34,0.01,0.0,4.614,30.6,66.85,30.96,3.641,1.682,4.206,3.831,4.503,5.786,0.0,0.3348,9.023,4.798,1.847,12.45,1.07,0.8226,0.2506,0.4285,0.2202,
0.0,131.2,386.4,580.9,385.0,0.5349,26.19,42.7,38.17,44.95,57.54,0.0,0.6372,0.9634,9.356,8.485,2.943,6.445,16.75,11.35,32.31,31.81,0.0,0.6372,0.9634,9.356,8.485,2.943,6.445,16.75,11.35,32.31,31.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.94,11.51,8.252,328.2,3.38,2.827,3.525,3.533,4.88,0.0,1.342E-6,23.49,50.02,117.9,127.9,0.5503,0.5786,1.121,0.9117,1.201,0.0,0.0,4.7979999999999994E8,154800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.282E-4,0.0,191000.0,215100.0,27260.0,20460.0,993700.0,11740.0,11590.0,8375.0,10340.0,12030.0,0.0,2.975E-8,7.342E-10,2.301E-33,1.114E-33,3.5220000000000004E-34,1.177E-33,1.957E-32,1.7379999999999998E-33,6.791E-33,3.568E-34,0.01,0.0,3.873,31.35,66.85,30.94,3.641,1.713,4.204,3.828,4.501,5.782,0.0,0.3407,9.018,4.797,1.828,12.4,1.079,0.8226,0.2505,0.4289,0.2206,
