entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.178,0.3416,0.1061,0.09078,0.06855,0.1245,0.05453,0.03941,0.03064,0.03409,0.03504,0.2068,0.2096,
2.176,0.3336,0.1055,0.09082,0.06858,0.1241,0.05389,0.03942,0.03065,0.0341,0.03505,0.2069,0.211,
2.176,0.3239,0.1055,0.09082,0.06858,0.1241,0.05389,0.03942,0.03065,0.0341,0.03505,0.2069,0.211,
2.176,0.3151,0.1055,0.09082,0.06858,0.1241,0.05389,0.03942,0.03065,0.0341,0.03505,0.2069,0.211,
2.173,0.329,0.1037,0.09079,0.06863,0.1238,0.05239,0.03945,0.03067,0.03412,0.03508,0.2071,0.2143,
2.171,0.3219,0.1031,0.09068,0.06677,0.1239,0.05244,0.03949,0.0307,0.03415,0.03511,0.2073,0.2164,
2.17,0.327,0.1054,0.09052,0.06666,0.1237,0.05125,0.03942,0.03064,0.0341,0.03505,0.209,0.2142,
2.167,0.3332,0.1049,0.0905,0.06674,0.1231,0.04934,0.03949,0.03069,0.03414,0.03509,0.2094,0.2166,
2.169,0.3265,0.1081,0.0904,0.06667,0.123,0.04928,0.03945,0.03066,0.0341,0.03506,0.2102,0.2131,
2.165,0.3276,0.1081,0.0904,0.06667,0.123,0.04708,0.03945,0.03066,0.0341,0.03506,0.2102,0.2153,
