R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,protonEn,solubleMarker,volume,
3.7E-36,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,1.0,0.0043,0.0,0.0,0.0,270.0,1.0,5.0E8,
2.3E-34,11.0,3299999.9999999995,100000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3399999.9999999995,110.0,0.8,0.8,0.0,4.0,3.9,0.0,0.0,0.0,1500.0,1.0,5.0E8,
2.2E-35,1.0,3199999.9999999995,3600.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3199999.9999999995,10.0,0.23,0.23,0.0,5.0,3.8,0.0,0.0,0.0,1500.0,1.0,5.0E8,
2.2E-35,1.0,3099999.9999999995,3500.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,10.0,0.22,0.22,0.0,8.0,3.7,0.0,0.0,0.0,1500.0,1.0,5.0E8,
2.2E-35,1.0,3099999.9999999995,3500.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,10.0,0.22,0.22,0.0,10.0,3.7,0.0,0.0,0.0,1500.0,1.0,5.0E8,
2.2E-35,1.0,3099999.9999999995,3500.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,10.0,0.22,0.22,0.0,12.0,3.7,0.0,0.0,0.0,1500.0,1.0,5.0E8,
2.2E-35,1.0,3099999.9999999995,3500.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,10.0,0.22,0.22,0.0,17.0,3.6,0.0,0.0,0.0,1500.0,1.0,5.0E8,
2.2E-35,1.0,3099999.9999999995,3500.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,10.0,0.22,0.22,0.0,17.0,3.6,0.0,0.0,0.0,1500.0,1.0,5.0E8,
3.0E-34,13.0,3199999.9999999995,130000.0,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3399999.9999999995,120.0,1.2,1.2,0.0,19.0,12.0,0.0,0.0,0.0,2200.0,1.0,5.0E8,
2.7E-34,11.0,3099999.9999999995,130000.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3299999.9999999995,110.0,1.1,1.1,0.0,20.0,4.5,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.63,3099999.9999999995,320.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.1,0.23,0.23,0.0,20.0,4.4,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.63,3099999.9999999995,320.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.1,0.23,0.23,0.0,22.0,4.4,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.63,3099999.9999999995,310.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.1,0.23,0.23,0.0,24.0,4.4,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.63,3099999.9999999995,310.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.1,0.23,0.23,0.0,24.0,4.4,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.62,3099999.9999999995,310.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.1,0.23,0.23,0.0,25.0,4.3,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.62,3099999.9999999995,310.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.0,0.23,0.23,0.0,26.0,4.3,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.62,3099999.9999999995,310.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.0,0.23,0.23,0.0,26.0,4.3,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.62,3099999.9999999995,310.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.0,0.22,0.22,0.0,28.0,4.3,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.62,3099999.9999999995,310.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.0,0.22,0.22,0.0,29.0,4.3,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.62,3099999.9999999995,310.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.0,0.22,0.22,0.0,30.0,4.3,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.62,3099999.9999999995,310.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.0,0.22,0.22,0.0,30.0,4.3,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.62,3099999.9999999995,310.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.0,0.22,0.22,0.0,30.0,4.3,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.62,3099999.9999999995,310.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.0,0.22,0.22,0.0,30.0,4.3,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.62,2999999.9999999995,310.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.0,0.22,0.22,0.0,31.0,4.3,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.62,2999999.9999999995,310.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.0,0.22,0.22,0.0,31.0,4.3,0.0,0.0,0.0,2200.0,1.0,5.0E8,
1.5E-35,0.62,2999999.9999999995,310.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3099999.9999999995,6.0,0.22,0.22,0.0,31.0,4.3,0.0,0.0,0.0,2200.0,1.0,5.0E8,
3.4E-34,11.0,3099999.9999999995,140000.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3299999.9999999995,110.0,1.4,1.4,0.0,35.0,4.4,0.0,0.0,0.0,2400.0,1.0,5.0E8,
2.4E-34,8.1,3099999.9999999995,100000.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3199999.9999999995,80.0,1.1,1.1,0.0,35.0,4.3,0.0,0.0,0.0,2400.0,1.0,5.0E8,
1.4E-34,4.7,2999999.9999999995,54000.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3099999.9999999995,46.0,0.71,0.71,0.0,35.0,4.3,0.0,0.0,0.0,2400.0,1.0,5.0E8,
1.4E-34,4.7,2999999.9999999995,54000.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3099999.9999999995,46.0,0.7,0.7,0.0,38.0,4.3,0.0,0.0,0.0,2400.0,1.0,5.0E8,
1.4E-34,4.7,2999999.9999999995,54000.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3099999.9999999995,46.0,0.7,0.7,0.0,38.0,4.3,0.0,0.0,0.0,2400.0,1.0,5.0E8,
1.4E-34,4.7,2999999.9999999995,54000.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3099999.9999999995,46.0,0.7,0.7,0.0,40.0,4.3,0.0,0.0,0.0,2400.0,1.0,5.0E8,
1.4E-34,4.6,2999999.9999999995,54000.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3099999.9999999995,46.0,0.7,0.7,0.0,42.0,4.2,0.0,0.0,0.0,2400.0,1.0,5.0E8,
1.4E-34,4.6,2999999.9999999995,54000.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3099999.9999999995,46.0,0.7,0.7,0.0,42.0,4.2,0.0,0.0,0.0,2400.0,1.0,5.0E8,
