FeEn,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
0.0,5.9801,0.0,0.0168834,25392.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25392.5,0.0,0.0,0.0,1.0,1.59958E-21,0.0,0.0,7.37067,0.0,0.0,14.2545,0.0,101.0,358153.0,
0.0,5.9801,0.0,0.0168834,25392.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25392.5,0.0,0.0,0.0,1.0,1.59958E-21,0.0,0.0,7.37067,0.0,0.0,14.2545,0.0,201.0,358153.0,
0.0,5.9801,0.0,0.0168834,25392.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25392.5,0.0,0.0,0.0,1.0,1.59958E-21,0.0,0.0,7.37067,0.0,0.0,14.2545,0.0,301.0,358153.0,
0.0,5.9801,0.0,0.0168834,25392.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25392.5,0.0,0.0,0.0,1.0,1.59958E-21,0.0,0.0,7.37067,0.0,0.0,14.2545,0.0,401.0,358153.0,
0.0,4.78686,0.0,16.4421,50412.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50412.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.39903,0.0,0.0,37.0081,0.0,501.0,952585.0,
0.0,4.78686,0.0,16.4421,50412.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50412.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.39903,0.0,0.0,37.0081,0.0,601.0,952585.0,
0.0,4.78686,0.0,16.4421,50412.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50412.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.39903,0.0,0.0,37.0081,0.0,701.0,952585.0,
0.0,4.78686,0.0,16.4421,50412.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50412.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.39903,0.0,0.0,37.0081,0.0,801.0,952585.0,
0.0,4.78686,0.0,16.4421,50412.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50412.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.39903,0.0,0.0,37.0081,0.0,901.0,952585.0,
0.0,4.78686,0.0,16.4421,50412.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50412.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.39903,0.0,0.0,37.0081,0.0,1001.0,952585.0,
0.0,4.78686,0.0,16.4421,50412.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50412.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.39903,0.0,0.0,37.0081,0.0,1101.0,952585.0,
0.0,5.42147,0.0,13.5431,47898.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47898.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.3984,0.0,0.0,36.0586,0.0,1201.0,927452.0,
