FeEn,LyEn,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
0.0,0.0,0.0,0.0,13.6426,7100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7100000.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,8.89385,0.0,0.0,637.446,1.0,1.0,5.0E8,
0.0,0.0,0.0,0.0,13.6426,7094970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094970.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,8.89387,0.0,0.0,637.446,1.0,101.0,5.00025E8,
0.0,0.0,0.0,0.0,13.6426,7094970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094970.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,8.89387,0.0,0.0,637.446,1.0,201.0,5.00025E8,
0.0,0.0,0.0,0.0,13.6426,7089950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7089950.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,8.89389,0.0,0.0,637.446,1.0,301.0,5.0005E8,
0.0,0.0,0.0,0.0,13.6426,7084920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7084920.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,8.89391,0.0,0.0,637.446,1.0,401.0,5.00075E8,
0.0,0.0,0.0,0.0,13.6426,7084920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7084920.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,8.89391,0.0,0.0,637.446,1.0,501.0,5.00075E8,
0.0,0.0,0.0,0.0,13.6426,7084920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7084920.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,8.89391,0.0,0.0,637.446,1.0,601.0,5.00075E8,
0.0,0.0,0.0,0.0,13.6426,7084920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7084920.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,8.89391,0.0,0.0,637.446,1.0,701.0,5.00075E8,
0.0,0.0,0.0,0.0,13.6426,7084920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7084920.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,8.89391,0.0,0.0,637.446,1.0,801.0,5.00075E8,
0.0,0.0,0.0,0.0,13.6426,7084920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7084920.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,8.89391,0.0,0.0,637.446,1.0,901.0,5.00075E8,
