FeEn,LyEn,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
0.0,0.0,0.0,0.0,13.6426,7100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7100000.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,8.89385,0.0,0.0,637.446,1.0,1.0,5.0E8,
0.0,0.0,0.0,0.0,13.6426,7100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7100000.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,8.89385,0.0,0.0,637.446,1.0,101.0,5.0E8,
0.0,0.0,0.0,0.0,31.9897,7137680.0,11056.2,11332.9,17192.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7177270.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,8.87978,0.0,0.0,659.211,1.0,201.0,5.00571E8,
0.0,0.0,0.0,0.0,31.9897,7132690.0,11048.5,11325.0,17180.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7172240.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,8.8798,0.0,0.0,659.211,1.0,301.0,5.00596E8,
0.0,0.0,0.0,0.0,31.9897,7132690.0,11048.5,11325.0,17180.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7172240.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,8.8798,0.0,0.0,659.211,1.0,401.0,5.00596E8,
0.0,0.0,0.0,0.0,82.3625,7135240.0,30510.8,14709.3,17168.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7197630.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,8.87596,0.0,0.0,665.386,1.0,501.0,5.00829E8,
0.0,0.0,0.0,0.0,82.3625,7135240.0,30510.8,14709.3,17168.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7197630.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,8.87596,0.0,0.0,665.386,1.0,601.0,5.00829E8,
0.0,0.0,0.0,0.0,82.3625,7135240.0,30510.8,14709.3,17168.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7197630.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,8.87596,0.0,0.0,665.386,1.0,701.0,5.00829E8,
0.0,0.0,0.0,0.0,82.3625,7125280.0,30468.2,14688.7,17144.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7187580.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,8.87601,0.0,0.0,665.386,1.0,801.0,5.00879E8,
0.0,0.0,0.0,0.0,104.734,7120040.0,34842.3,30320.3,122892.0,2393.99,2829.83,5002.42,4885.88,3724.01,0.0,0.0,7326930.0,0.0,0.0,0.0,0.0,493.0,0.0,0.0,8.78017,0.0,0.0,837.804,1.0,901.0,5.05629E8,
