FeEn,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,401.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,501.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,601.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,701.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,801.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,901.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,1001.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,1101.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,1201.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,1301.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,1401.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,1501.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,1601.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,1701.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,1801.0,50265.5,
0.0,1.24497,0.0,1.09376,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22375,0.0,0.0,2.00277,0.0,1901.0,50265.5,
