R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,protonEn,solubleMarker,volume,
3.7E-36,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,1.0,0.0043,0.0,0.0,0.0,270.0,1.0,5.0E8,
3.2E-36,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,1.0,2.3E-6,0.0,0.0,0.0,31000.0,1.0,5.0E8,
3.2E-36,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,2.0,3.4E-5,0.0,0.0,0.0,61000.0,1.0,5.0E8,
3.2E-36,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,5.0,1.7E-4,0.0,0.0,0.0,88000.0,1.0,5.0E8,
3.2E-36,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,7.0,3.7E-4,0.0,0.0,0.0,110000.0,1.0,5.0E8,
1.2E-34,5.5,2999999.9999999995,55000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,56.0,0.56,0.56,0.0,12.0,0.001,0.0,0.0,0.0,120000.0,1.0,5.0E8,
1.2E-34,5.5,2999999.9999999995,55000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,56.0,0.56,0.56,0.0,12.0,0.0016,0.0,0.0,0.0,130000.0,1.0,5.0E8,
1.2E-34,5.5,2999999.9999999995,55000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,56.0,0.56,0.56,0.0,12.0,0.0027,0.0,0.0,0.0,140000.0,1.0,5.0E8,
1.2E-34,5.5,2999999.9999999995,55000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,56.0,0.56,0.56,0.0,13.0,0.0045,0.0,0.0,0.0,160000.0,1.0,5.0E8,
1.2E-34,5.4,2999999.9999999995,55000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,55.0,0.56,0.56,0.0,15.0,0.0073,0.0,0.0,0.0,170000.0,1.0,5.0E8,
1.2E-34,5.4,2999999.9999999995,54000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,55.0,0.56,0.56,0.0,17.0,0.011,0.0,0.0,0.0,190000.0,1.0,5.0E8,
1.2E-34,5.4,2999999.9999999995,54000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,55.0,0.56,0.56,0.0,18.0,0.018,0.0,0.0,0.0,200000.0,1.0,5.0E8,
1.2E-34,5.4,2999999.9999999995,54000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,55.0,0.55,0.55,0.0,20.0,0.027,0.0,0.0,0.0,220000.0,1.0,5.0E8,
1.2E-34,5.4,2999999.9999999995,54000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,55.0,0.55,0.55,0.0,21.0,0.039,0.0,0.0,0.0,230000.0,1.0,5.0E8,
7.0E-35,3.2,2999999.9999999995,29000.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3099999.9999999995,35.0,0.43,0.43,0.0,23.0,0.021,0.0,0.0,0.0,230000.0,1.0,5.0E8,
7.0E-35,3.2,2999999.9999999995,29000.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3099999.9999999995,35.0,0.43,0.43,0.0,24.0,0.02,0.0,0.0,0.0,220000.0,1.0,5.0E8,
