entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
0.8923,0.3774,0.01033,0.009296,0.006561,0.01344,0.0152,0.007128,0.007695,0.004022,0.005507,0.1748,0.746,
0.8893,0.3789,0.01047,0.009278,0.006543,0.0134,0.01439,0.007123,0.007688,0.004014,0.005506,0.1748,0.7467,
0.8885,0.379,0.01063,0.009264,0.006537,0.01336,0.01387,0.007098,0.007674,0.004011,0.0055,0.1756,0.7465,
0.8864,0.3706,0.01066,0.009228,0.006516,0.01335,0.01332,0.007095,0.007669,0.004003,0.005605,0.1755,0.7471,
0.8847,0.3687,0.01074,0.009226,0.006515,0.01332,0.01267,0.007089,0.007668,0.004002,0.005789,0.1754,0.7476,
0.883,0.3698,0.01074,0.009226,0.006515,0.01329,0.01228,0.007085,0.007668,0.004002,0.005789,0.1754,0.748,
0.8834,0.3723,0.0108,0.009224,0.006467,0.01324,0.0122,0.007079,0.007661,0.004001,0.005955,0.1755,0.7478,
0.874,0.3824,0.01079,0.009224,0.006447,0.01323,0.01005,0.007069,0.00765,0.00399,0.005951,0.1755,0.7501,
0.873,0.381,0.01083,0.009224,0.006447,0.01323,0.009734,0.007069,0.00765,0.00399,0.006,0.1755,0.7503,
0.8728,0.3796,0.01083,0.009216,0.006446,0.01323,0.009698,0.007068,0.007649,0.00399,0.006,0.1755,0.7504,
0.8717,0.3796,0.01088,0.009216,0.006446,0.01323,0.00933,0.007065,0.007645,0.00399,0.006092,0.1754,0.7507,
0.8692,0.3723,0.01088,0.009212,0.006432,0.01323,0.008816,0.007043,0.007645,0.003982,0.006081,0.1754,0.7512,
0.8685,0.374,0.01088,0.009211,0.006433,0.01321,0.008692,0.007043,0.007645,0.003982,0.006081,0.1754,0.7514,
0.8679,0.3737,0.01088,0.00921,0.006433,0.01319,0.00858,0.007034,0.007645,0.003982,0.006081,0.1754,0.7515,
0.8679,0.375,0.01103,0.009196,0.006432,0.01319,0.008323,0.007031,0.007641,0.003982,0.006248,0.1753,0.7516,
0.8657,0.382,0.01103,0.009193,0.00643,0.01317,0.007831,0.00701,0.007626,0.00398,0.006246,0.1755,0.752,
0.8642,0.3782,0.01101,0.009189,0.006368,0.01311,0.007649,0.007008,0.007623,0.003976,0.006246,0.1755,0.7523,
0.8654,0.3814,0.01106,0.009183,0.006368,0.01311,0.007567,0.007008,0.007623,0.003976,0.00669,0.1751,0.7524,
0.8684,0.3723,0.01125,0.009183,0.006368,0.0131,0.007501,0.007008,0.007623,0.003976,0.007486,0.1743,0.7522,
