entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
0.8684,0.4196,0.0113,0.008895,0.009409,0.01005,0.007531,0.004842,0.003547,0.005856,0.008246,0.1865,0.7438,
0.8655,0.4127,0.01037,0.008871,0.009406,0.01003,0.007504,0.004838,0.003542,0.005856,0.008697,0.1861,0.7448,
0.8638,0.4281,0.0099,0.008856,0.009399,0.01003,0.0074,0.004834,0.003539,0.005851,0.00869,0.1867,0.7448,
0.8605,0.4206,0.009364,0.008793,0.009393,0.01,0.007292,0.004834,0.003539,0.005851,0.00869,0.1867,0.7455,
0.8578,0.4005,0.008764,0.008763,0.009393,0.01,0.007292,0.004834,0.003539,0.005851,0.00869,0.1867,0.7461,
0.856,0.3996,0.008443,0.008749,0.009391,0.01,0.007241,0.004834,0.003539,0.005851,0.00869,0.1867,0.7465,
0.855,0.3993,0.008353,0.008737,0.009388,0.01,0.007125,0.004834,0.003539,0.005851,0.00869,0.1867,0.7467,
0.8542,0.4101,0.00826,0.008682,0.009388,0.01,0.007079,0.004829,0.003539,0.005851,0.008718,0.1867,0.7469,
0.8531,0.3986,0.008108,0.008681,0.009388,0.00998,0.007013,0.004826,0.003534,0.005851,0.008719,0.1867,0.7472,
0.8516,0.3943,0.007983,0.008674,0.009381,0.009965,0.006851,0.00481,0.003534,0.005851,0.008718,0.1868,0.7475,
0.8508,0.3872,0.007912,0.008674,0.009378,0.009927,0.006806,0.004799,0.003529,0.005851,0.008718,0.1868,0.7476,
0.8494,0.3883,0.007751,0.008642,0.009375,0.009913,0.006727,0.004795,0.003525,0.005851,0.008718,0.1868,0.7479,
0.8471,0.392,0.007501,0.008613,0.0093,0.009889,0.006595,0.004794,0.003524,0.00585,0.008718,0.1868,0.7484,
0.8472,0.3868,0.007465,0.008575,0.009288,0.009852,0.006527,0.004792,0.003523,0.005848,0.008944,0.1867,0.7484,
0.8462,0.3865,0.00746,0.008565,0.009248,0.009808,0.006416,0.004787,0.003523,0.005849,0.008944,0.1868,0.7486,
