R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,protonEn,solubleMarker,volume,
3.7E-36,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,1.0,0.0043,0.0,0.0,0.0,270.0,1.0,5.0E8,
3.2E-36,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,2.0,2.3E-6,0.0,0.0,0.0,31000.0,1.0,5.0E8,
3.2E-36,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,3.0,3.4E-5,0.0,0.0,0.0,61000.0,1.0,5.0E8,
2.2E-34,9.9,3099999.9999999995,100000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3199999.9999999995,110.0,0.85,0.85,0.0,6.0,3.7E-4,0.0,0.0,0.0,81000.0,1.0,5.0E8,
8.7E-35,3.9,3099999.9999999995,35000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,42.0,0.44,0.44,0.0,8.0,2.7E-4,0.0,0.0,0.0,95000.0,1.0,5.0E8,
8.599999999999999E-35,3.9,3099999.9999999995,35000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.44,0.44,0.0,9.0,6.2E-4,0.0,0.0,0.0,110000.0,1.0,5.0E8,
8.599999999999999E-35,3.9,3099999.9999999995,35000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.44,0.44,0.0,9.0,0.0012,0.0,0.0,0.0,130000.0,1.0,5.0E8,
8.599999999999999E-35,3.8,3099999.9999999995,35000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.44,0.44,0.0,12.0,0.0022,0.0,0.0,0.0,150000.0,1.0,5.0E8,
8.599999999999999E-35,3.8,3099999.9999999995,35000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,13.0,0.0038,0.0,0.0,0.0,160000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,17.0,0.0062,0.0,0.0,0.0,180000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,17.0,0.0099,0.0,0.0,0.0,190000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,17.0,0.015,0.0,0.0,0.0,210000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,19.0,0.023,0.0,0.0,0.0,220000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.021,0.0,0.0,0.0,220000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.021,0.0,0.0,0.0,220000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.024,0.0,0.0,0.0,230000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.031,0.0,0.0,0.0,230000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.042,0.0,0.0,0.0,250000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.057,0.0,0.0,0.0,260000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.078,0.0,0.0,0.0,270000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.11,0.0,0.0,0.0,290000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.096,0.0,0.0,0.0,280000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.073,0.0,0.0,0.0,270000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.069,0.0,0.0,0.0,270000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.077,0.0,0.0,0.0,270000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.093,0.0,0.0,0.0,280000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.12,0.0,0.0,0.0,290000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.15,0.0,0.0,0.0,300000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.2,0.0,0.0,0.0,320000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.23,0.0,0.0,0.0,320000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.14,0.0,0.0,0.0,300000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.12,0.0,0.0,0.0,290000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.12,0.0,0.0,0.0,290000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.13,0.0,0.0,0.0,300000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.16,0.0,0.0,0.0,310000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.21,0.0,0.0,0.0,320000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.26,0.0,0.0,0.0,330000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.34,0.0,0.0,0.0,340000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.22,0.0,7.1E-11,2.0E-20,320000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.16,0.0,1.8E-10,8.9E-20,300000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.15,0.0,3.1E-10,2.1E-19,300000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.16,0.0,4.6E-10,4.0E-19,300000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.19,0.0,6.3E-10,7.0E-19,310000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.23,0.0,8.2E-10,1.1E-18,320000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.29,0.0,1.0E-9,1.8E-18,330000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.37,0.0,1.2E-9,2.7E-18,350000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.3,0.0,1.5E-9,3.9E-18,340000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.2,0.0,1.7E-9,5.0E-18,310000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.17,0.0,1.9E-9,6.0E-18,310000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.17,0.0,2.2E-9,7.1E-18,310000.0,1.0,5.0E8,
8.5E-35,3.8,2999999.9999999995,34000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.19,0.0,2.5E-9,8.4E-18,310000.0,1.0,5.0E8,
8.5E-35,3.8,2899999.9999999995,180000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.23,0.0,2.8E-9,1.0E-17,320000.0,1.0,5.0E8,
8.5E-35,3.8,2899999.9999999995,180000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.29,0.0,3.2E-9,1.2E-17,330000.0,1.0,5.0E8,
8.5E-35,3.8,2899999.9999999995,180000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.37,0.0,3.6E-9,1.5E-17,350000.0,1.0,5.0E8,
8.5E-35,3.8,2899999.9999999995,180000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.4,0.0,4.0E-9,1.9E-17,350000.0,1.0,5.0E8,
8.5E-35,3.8,2899999.9999999995,180000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.23,0.0,4.2E-9,2.2E-17,320000.0,1.0,5.0E8,
8.5E-35,3.8,2899999.9999999995,180000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.17,0.0,4.6E-9,2.4E-17,310000.0,1.0,5.0E8,
8.5E-35,3.8,2899999.9999999995,180000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,41.0,0.43,0.43,0.0,21.0,0.16,0.0,4.9E-9,2.7E-17,310000.0,1.0,5.0E8,
8.5E-35,3.8,2899999.9999999995,180000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.18,0.0,5.4E-9,3.0E-17,310000.0,1.0,5.0E8,
8.5E-35,3.8,2899999.9999999995,180000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.21,0.0,5.8E-9,3.3E-17,320000.0,1.0,5.0E8,
8.5E-35,3.8,2899999.9999999995,180000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.25,0.0,6.3E-9,3.7E-17,330000.0,1.0,5.0E8,
8.5E-35,3.8,2899999.9999999995,180000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.32,0.0,6.8E-9,4.2E-17,340000.0,1.0,5.0E8,
8.5E-35,3.8,2899999.9999999995,180000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.4,0.0,7.4E-9,4.8E-17,350000.0,1.0,5.0E8,
8.5E-35,3.8,2899999.9999999995,180000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.24,0.0,7.8E-9,5.4E-17,320000.0,1.0,5.0E8,
8.5E-35,3.8,2899999.9999999995,180000.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3099999.9999999995,40.0,0.43,0.43,0.0,21.0,0.17,0.0,8.3E-9,5.9E-17,310000.0,1.0,5.0E8,
1.9E-10,4.2,2899999.9999999995,160000.0,6800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3099999.9999999995,37.0,0.46,0.46,0.0,22.0,0.16,100000.0,3.5E-5,2.0E-10,300000.0,1.0,5.0E8,
1.9E-10,4.2,2899999.9999999995,160000.0,6800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3099999.9999999995,37.0,0.46,0.46,0.0,22.0,0.087,100000.0,3.5E-5,2.0E-10,280000.0,1.0,5.0E8,
