entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
1.463,0.2778,0.0541,0.01193,0.008016,0.04717,0.02351,0.01285,0.01673,0.01456,0.01487,0.3949,0.4014,
1.463,0.2753,0.05401,0.01193,0.008017,0.04712,0.02336,0.01284,0.01672,0.01456,0.01487,0.3949,0.4016,
1.462,0.2701,0.05395,0.01193,0.008017,0.04712,0.02332,0.01283,0.01672,0.01456,0.01487,0.395,0.4017,
1.476,0.2552,0.06076,0.01191,0.008013,0.04711,0.02317,0.01282,0.01672,0.01456,0.01519,0.3949,0.3949,
1.477,0.2609,0.061,0.01191,0.008011,0.0469,0.02308,0.01281,0.0167,0.01455,0.01568,0.3947,0.3946,
1.477,0.263,0.06084,0.01189,0.008009,0.04687,0.02301,0.01281,0.0167,0.01456,0.01569,0.3948,0.3948,
1.477,0.2622,0.06101,0.01188,0.008008,0.04687,0.0228,0.0128,0.0167,0.01455,0.01576,0.3948,0.3948,
1.477,0.2575,0.06127,0.01188,0.008007,0.04685,0.0228,0.0128,0.0167,0.01455,0.01586,0.3948,0.3945,
1.477,0.2637,0.06118,0.01188,0.008008,0.04685,0.02277,0.01279,0.01669,0.01454,0.01585,0.3948,0.3946,
1.478,0.2549,0.06105,0.01183,0.007996,0.04679,0.02271,0.01278,0.01669,0.01454,0.01636,0.3947,0.3946,
1.478,0.2558,0.06093,0.01181,0.007992,0.04676,0.02246,0.01277,0.01667,0.01453,0.01691,0.3945,0.3946,
1.477,0.2417,0.06039,0.0118,0.007993,0.04675,0.02231,0.01275,0.01666,0.01453,0.01691,0.3946,0.3953,
1.472,0.2384,0.05812,0.01168,0.007982,0.04675,0.02221,0.01275,0.01666,0.01453,0.01691,0.3946,0.3978,
1.467,0.2448,0.05606,0.01156,0.007982,0.0467,0.02214,0.01275,0.01666,0.01453,0.01691,0.3947,0.4,
1.478,0.2274,0.06151,0.01155,0.007981,0.04652,0.02194,0.01274,0.01666,0.01453,0.01739,0.3946,0.3946,
1.478,0.2252,0.06118,0.0115,0.007969,0.04613,0.02176,0.01271,0.01663,0.01453,0.0182,0.3945,0.3949,
