R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,protonEn,solubleMarker,volume,
3.9E-35,3.6,2999999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,2999999.9999999995,49.0,0.0,0.0,0.0,2.0,1.6E-6,980000.0,0.0,0.0,25000.0,1.0,4.8E8,
3.7999999999999996E-35,3.6,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,48.0,0.0,0.0,0.0,3.0,2.7E-5,950000.0,0.0,0.0,50000.0,1.0,4.6E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,1.2E-4,950000.0,0.0,0.0,70000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,3.7E-4,950000.0,0.0,0.0,90000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,8.6E-4,950000.0,0.0,0.0,110000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.0017,950000.0,0.0,0.0,120000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.0031,950000.0,0.0,0.0,140000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.0054,950000.0,0.0,0.0,150000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.0089,950000.0,0.0,0.0,170000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.014,950000.0,0.0,0.0,180000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.022,950000.0,0.0,0.0,200000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.019,950000.0,0.0,0.0,190000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.021,950000.0,0.0,0.0,190000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.025,950000.0,0.0,0.0,200000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.033,950000.0,0.0,0.0,210000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.046,950000.0,0.0,0.0,220000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.063,950000.0,0.0,0.0,230000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.088,950000.0,0.0,0.0,250000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.12,950000.0,0.0,0.0,260000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.098,950000.0,0.0,0.0,250000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.079,950000.0,0.0,0.0,240000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.079,950000.0,0.0,0.0,240000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2899999.9999999995,47.0,0.0,0.0,0.0,3.0,0.089,950000.0,0.0,0.0,250000.0,1.0,4.5E8,
5.7E-10,50.0,3499999.9999999995,430000.0,25000.0,12000.0,0.0,0.0,0.0,0.0,0.0,4.4,3999999.9999999995,500.0,4.5,4.5,0.0,14.0,43.0,950000.0,8.4E-6,4.4E-8,270000.0,1.0,4.7E8,
2.1E-10,19.0,3499999.9999999995,170000.0,2400.0,12000.0,0.0,0.0,0.0,0.0,0.0,4.4,3699999.9999999995,200.0,1.9,1.9,0.0,16.0,0.11,950000.0,8.4E-6,1.6E-8,260000.0,1.0,4.6E8,
1.3E-10,11.0,3399999.9999999995,97000.0,2400.0,4600.0,0.0,0.0,0.0,0.0,0.0,4.3,3599999.9999999995,120.0,1.2,1.2,0.0,16.0,0.35,940000.0,8.3E-6,9.8E-9,250000.0,1.0,4.6E8,
4.6E-11,4.1,3199999.9999999995,32000.0,2400.0,4600.0,0.0,0.0,0.0,0.0,0.0,4.3,3199999.9999999995,44.0,0.6,0.6,0.0,16.0,0.061,940000.0,8.3E-6,3.6E-9,240000.0,1.0,4.6E8,
1.2E-11,1.0,2999999.9999999995,4200.0,2400.0,4600.0,0.0,0.0,0.0,0.0,0.0,4.3,2999999.9999999995,11.0,0.34,0.34,0.0,17.0,0.012,930000.0,8.3E-6,9.2E-10,230000.0,1.0,4.6E8,
1.2E-11,1.0,2800000.0,4200.0,2400.0,4600.0,0.0,0.0,0.0,0.0,0.0,4.3,2899999.9999999995,11.0,0.32,0.32,0.0,17.0,0.011,930000.0,8.3E-6,9.0E-10,220000.0,1.0,4.5E8,
1.2E-11,1.0,2800000.0,4200.0,2400.0,4500.0,0.0,0.0,0.0,0.0,0.0,4.3,2800000.0,11.0,0.32,0.32,0.0,18.0,0.01,930000.0,8.3E-6,9.0E-10,220000.0,1.0,4.5E8,
1.2E-11,1.0,2800000.0,4200.0,2400.0,4500.0,0.0,0.0,0.0,0.0,0.0,4.3,2800000.0,11.0,0.32,0.32,0.0,18.0,0.012,930000.0,8.3E-6,9.0E-10,220000.0,1.0,4.5E8,
1.2E-11,1.0,2800000.0,4200.0,2400.0,4500.0,0.0,0.0,0.0,0.0,0.0,4.3,2800000.0,11.0,0.32,0.32,0.0,18.0,0.015,930000.0,8.3E-6,9.0E-10,230000.0,1.0,4.5E8,
