FeEn,LyEn,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
0.0,0.0,0.0,0.0,13.6426,7100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7100000.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,8.89385,0.0,0.0,637.446,1.0,1.0,5.0E8,
0.0,0.0,0.0,0.0,13.6426,7089950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7089950.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,8.89389,0.0,0.0,637.446,1.0,101.0,5.0005E8,
0.0,0.0,0.0,0.0,13.6426,7074870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7074870.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,8.89395,0.0,0.0,637.446,1.0,201.0,5.00126E8,
0.0,0.0,0.0,0.0,13.6426,7069840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7069840.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,8.89398,0.0,0.0,637.446,1.0,301.0,5.00151E8,
0.0,0.0,0.0,0.0,14.1563,7080850.0,4837.14,0.0,18082.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7103770.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,8.88504,0.0,0.0,651.277,1.0,401.0,5.00584E8,
0.0,0.0,0.0,0.0,14.1563,7075840.0,4833.72,0.0,18070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7098740.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,8.88507,0.0,0.0,651.277,1.0,501.0,5.00609E8,
0.0,0.0,0.0,0.0,14.1563,7070830.0,4830.3,0.0,18057.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7093720.0,0.0,0.0,0.0,0.0,318.0,0.0,0.0,8.88509,0.0,0.0,651.277,1.0,601.0,5.00635E8,
0.0,0.0,0.0,0.0,14.1563,7060810.0,4823.45,0.0,18031.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7083660.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,8.88513,0.0,0.0,651.277,1.0,701.0,5.00685E8,
0.0,0.0,0.0,0.0,45.7955,7073120.0,17071.0,2351.96,46521.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7139070.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,8.87458,0.0,0.0,667.928,1.0,801.0,5.01141E8,
0.0,0.0,0.0,0.0,45.7955,7068140.0,17058.9,2350.3,46488.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7134040.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,8.8746,0.0,0.0,667.928,1.0,901.0,5.01166E8,
0.0,0.0,0.0,0.0,45.7955,7063160.0,17046.9,2348.65,46455.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7129010.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,8.87462,0.0,0.0,667.928,1.0,1001.0,5.01191E8,
0.0,0.0,0.0,0.0,45.7955,7063160.0,17046.9,2348.65,46455.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7129010.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,8.87462,0.0,0.0,667.928,1.0,1101.0,5.01191E8,
0.0,0.0,0.0,0.0,45.7955,7053200.0,17022.9,2345.33,46390.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7118960.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,8.87467,0.0,0.0,667.928,1.0,1201.0,5.01242E8,
0.0,0.0,0.0,0.0,45.7955,7053200.0,17022.9,2345.33,46390.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7118960.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,8.87467,0.0,0.0,667.928,1.0,1301.0,5.01242E8,
0.0,0.0,0.0,0.0,45.7955,7053200.0,17022.9,2345.33,46390.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7118960.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,8.87467,0.0,0.0,667.928,1.0,1401.0,5.01242E8,
0.0,0.0,0.0,0.0,45.7955,7048220.0,17010.9,2343.68,46357.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7113940.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,8.87469,0.0,0.0,667.928,1.0,1501.0,5.01267E8,
0.0,0.0,0.0,0.0,45.7955,7043240.0,16998.8,2342.02,46324.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7108910.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,8.87471,0.0,0.0,667.928,1.0,1601.0,5.01292E8,
0.0,0.0,0.0,0.0,45.7955,7038260.0,16986.8,2340.37,46292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7103880.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,8.87473,0.0,0.0,667.928,1.0,1701.0,5.01317E8,
0.0,0.0,0.0,0.0,45.7955,7038260.0,16986.8,2340.37,46292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7103880.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,8.87473,0.0,0.0,667.928,1.0,1801.0,5.01317E8,
