FeEn,LyEn,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
0.0,0.0,0.0,0.0,13.6426,7100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7100000.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,8.89385,0.0,0.0,637.446,1.0,101.0,5.0E8,
0.0,0.0,0.0,0.0,13.6426,7100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7100000.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,8.89385,0.0,0.0,637.446,1.0,201.0,5.0E8,
0.0,0.0,0.0,0.0,13.6426,7100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7100000.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,8.89385,0.0,0.0,637.446,1.0,301.0,5.0E8,
0.0,0.0,0.0,0.0,13.6426,7084920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7084920.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,8.89391,0.0,0.0,637.446,1.0,401.0,5.00075E8,
0.0,0.0,0.0,0.0,61.8719,7113510.0,23570.2,3394.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7140470.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,8.88536,0.0,0.0,650.704,1.0,501.0,5.00509E8,
0.0,0.0,0.0,0.0,61.8719,7103490.0,23537.1,3389.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7130420.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,8.88541,0.0,0.0,650.704,1.0,601.0,5.0056E8,
0.0,0.0,0.0,0.0,61.8719,7083460.0,23470.7,3380.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7110310.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,8.88549,0.0,0.0,650.704,1.0,701.0,5.0066E8,
0.0,0.0,0.0,0.0,61.8719,7078450.0,23454.1,3377.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7105290.0,0.0,0.0,0.0,0.0,318.0,0.0,0.0,8.88551,0.0,0.0,650.704,1.0,801.0,5.00685E8,
0.0,0.0,0.0,0.0,61.8719,7073450.0,23437.5,3375.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7100260.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,8.88554,0.0,0.0,650.704,1.0,901.0,5.0071E8,
0.0,0.0,0.0,0.0,61.8719,7068440.0,23420.9,3373.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7095230.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,8.88556,0.0,0.0,650.704,1.0,1001.0,5.00736E8,
0.0,0.0,0.0,0.0,61.8719,7068440.0,23420.9,3373.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7095230.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,8.88556,0.0,0.0,650.704,1.0,1101.0,5.00736E8,
0.0,0.0,0.0,0.0,61.8719,7053420.0,23371.1,3365.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7080150.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,8.88562,0.0,0.0,650.704,1.0,1201.0,5.00811E8,
0.0,0.0,0.0,0.0,61.8719,7043400.0,23337.9,3361.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7070100.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,8.88567,0.0,0.0,650.704,1.0,1301.0,5.00861E8,
0.0,0.0,0.0,0.0,61.8719,7033390.0,23304.8,3356.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7060050.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,8.88571,0.0,0.0,650.704,1.0,1401.0,5.00911E8,
0.0,0.0,0.0,0.0,61.8719,7023370.0,23271.6,3351.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7049990.0,0.0,0.0,0.0,0.0,329.0,0.0,0.0,8.88575,0.0,0.0,650.704,1.0,1501.0,5.00962E8,
0.0,0.0,0.0,0.0,61.8719,7013360.0,23238.4,3346.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7039940.0,0.0,0.0,0.0,0.0,331.0,0.0,0.0,8.8858,0.0,0.0,650.704,1.0,1601.0,5.01012E8,
0.0,0.0,0.0,0.0,61.8719,7003340.0,23205.2,3342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7029890.0,0.0,0.0,0.0,0.0,333.0,0.0,0.0,8.88584,0.0,0.0,650.704,1.0,1701.0,5.01062E8,
0.0,0.0,0.0,0.0,61.8719,6998330.0,23188.6,3339.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7024860.0,0.0,0.0,0.0,0.0,334.0,0.0,0.0,8.88586,0.0,0.0,650.704,1.0,1801.0,5.01087E8,
0.0,0.0,0.0,0.0,61.8719,6988320.0,23155.4,3334.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7014810.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,8.88591,0.0,0.0,650.704,1.0,1901.0,5.01138E8,
0.0,0.0,0.0,0.0,61.8719,6983310.0,23138.8,3332.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009780.0,0.0,0.0,0.0,0.0,337.0,0.0,0.0,8.88593,0.0,0.0,650.704,1.0,2001.0,5.01163E8,
0.0,0.0,0.0,0.0,61.8719,6973290.0,23105.7,3327.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6999730.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,8.88597,0.0,0.0,650.704,1.0,2101.0,5.01213E8,
0.0,0.0,0.0,0.0,61.8719,6968290.0,23089.1,3325.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6994700.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,8.88599,0.0,0.0,650.704,1.0,2201.0,5.01238E8,
0.0,0.0,0.0,0.0,68.0868,6953290.0,27740.3,5666.7,9375.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6996070.0,0.0,0.0,0.0,0.0,343.0,0.0,0.0,8.88283,0.0,0.0,655.744,1.0,2301.0,5.01443E8,
0.0,0.0,0.0,0.0,68.0868,6943300.0,27700.4,5658.56,9361.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6986020.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,8.88287,0.0,0.0,655.744,1.0,2401.0,5.01493E8,
