R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,protonEn,solubleMarker,volume,
4.6E-35,3.8,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,3199999.9999999995,52.0,0.0,0.0,0.0,0.0017,0.084,1000000.0,0.0,0.0,710.0,1.0,5.0E8,
3.9E-35,3.6,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2899999.9999999995,48.0,0.0,0.0,0.0,2.0,5.6E-7,990000.0,0.0,0.0,20000.0,1.0,4.7E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,2899999.9999999995,47.0,0.0,0.0,0.0,2.0,1.9E-5,970000.0,0.0,0.0,45000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,2899999.9999999995,47.0,0.0,0.0,0.0,2.0,9.2E-5,970000.0,0.0,0.0,66000.0,1.0,4.5E8,
3.7E-35,3.5,2899999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,2899999.9999999995,47.0,0.0,0.0,0.0,2.0,3.1E-4,970000.0,0.0,0.0,87000.0,1.0,4.5E8,
1.2E-10,42.0,3499999.9999999995,420000.0,4700.0,33000.0,0.0,0.0,0.0,0.0,0.0,5.8,3899999.9999999995,430.0,4.8,4.8,0.0,16.0,0.014,970000.0,1.2E-13,1.7E-19,120000.0,1.0,4.7E8,
1.1E-10,37.0,3199999.9999999995,380000.0,4700.0,33000.0,0.0,0.0,0.0,0.0,0.0,5.7,3599999.9999999995,380.0,4.3,4.3,0.0,17.0,0.024,960000.0,9.4E-13,1.5E-19,140000.0,1.0,4.6E8,
9.2E-11,32.0,2999999.9999999995,320000.0,4700.0,5500.0,0.0,0.0,0.0,0.0,0.0,5.7,3299999.9999999995,330.0,3.7,3.7,0.0,18.0,0.031,960000.0,6.2E-12,1.3E-19,150000.0,1.0,4.6E8,
6.6E-11,23.0,2800000.0,230000.0,4700.0,5500.0,0.0,0.0,0.0,0.0,0.0,5.7,2999999.9999999995,240.0,2.7,2.7,0.0,20.0,0.025,950000.0,2.8E-11,9.8E-20,150000.0,1.0,4.6E8,
4.5E-11,15.0,2700000.0,150000.0,4700.0,5500.0,0.0,0.0,0.0,0.0,0.0,5.6,2899999.9999999995,160.0,1.9,1.9,0.0,21.0,0.023,940000.0,6.5E-11,7.3E-20,150000.0,1.0,4.5E8,
4.4E-11,15.0,2700000.0,150000.0,4700.0,5500.0,0.0,0.0,0.0,0.0,0.0,5.6,2899999.9999999995,160.0,1.9,1.9,0.0,22.0,0.022,940000.0,1.4E-10,9.3E-20,160000.0,1.0,4.5E8,
4.4E-11,15.0,2700000.0,150000.0,4700.0,5500.0,0.0,0.0,0.0,0.0,0.0,5.6,2899999.9999999995,160.0,1.9,1.9,0.0,22.0,0.029,940000.0,2.6E-10,1.5E-19,170000.0,1.0,4.5E8,
4.4E-11,15.0,2700000.0,150000.0,4700.0,5500.0,0.0,0.0,0.0,0.0,0.0,5.6,2899999.9999999995,160.0,1.9,1.9,0.0,22.0,0.042,940000.0,4.2E-10,2.7E-19,180000.0,1.0,4.5E8,
4.4E-11,15.0,2700000.0,150000.0,4700.0,5500.0,0.0,0.0,0.0,0.0,0.0,5.6,2899999.9999999995,160.0,1.9,1.9,0.0,22.0,0.062,940000.0,6.2E-10,5.2E-19,190000.0,1.0,4.5E8,
4.4E-11,15.0,2700000.0,150000.0,4700.0,5500.0,0.0,0.0,0.0,0.0,0.0,5.6,2899999.9999999995,160.0,1.9,1.9,0.0,22.0,0.093,940000.0,8.6E-10,9.9E-19,200000.0,1.0,4.5E8,
4.4E-11,15.0,2700000.0,150000.0,4700.0,5500.0,0.0,0.0,0.0,0.0,0.0,5.6,2899999.9999999995,160.0,1.9,1.9,0.0,23.0,0.14,940000.0,1.1E-9,1.8E-18,220000.0,1.0,4.5E8,
4.4E-11,15.0,2700000.0,150000.0,4700.0,5500.0,0.0,0.0,0.0,0.0,0.0,5.6,2899999.9999999995,160.0,1.9,1.9,0.0,23.0,0.21,940000.0,1.4E-9,3.2E-18,230000.0,1.0,4.5E8,
4.4E-11,15.0,2700000.0,150000.0,4700.0,5500.0,0.0,0.0,0.0,0.0,0.0,5.6,2899999.9999999995,160.0,1.9,1.9,0.0,23.0,0.3,940000.0,1.8E-9,5.3E-18,250000.0,1.0,4.5E8,
4.4E-11,15.0,2700000.0,150000.0,4700.0,5500.0,0.0,0.0,0.0,0.0,0.0,5.6,2899999.9999999995,160.0,1.9,1.9,0.0,23.0,0.33,940000.0,2.2E-9,8.6E-18,250000.0,1.0,4.5E8,
4.4E-11,15.0,2700000.0,150000.0,4700.0,5500.0,0.0,0.0,0.0,0.0,0.0,5.6,2899999.9999999995,160.0,1.9,1.9,0.0,23.0,0.26,940000.0,2.8E-9,1.2E-17,240000.0,1.0,4.5E8,
4.9E-11,47.0,3399999.9999999995,430000.0,46000.0,5500.0,0.0,0.0,0.0,0.0,0.0,8.4,3899999.9999999995,500.0,4.7,4.7,0.0,34.0,0.74,950000.0,2.7E-4,1.5E-8,240000.0,1.0,4.6E8,
3.6E-11,35.0,3399999.9999999995,320000.0,34000.0,5500.0,0.0,0.0,0.0,0.0,0.0,8.4,3799999.9999999995,370.0,3.6,3.6,0.0,35.0,0.41,940000.0,2.7E-4,1.1E-8,230000.0,1.0,4.6E8,
1.9E-11,18.0,3299999.9999999995,170000.0,11000.0,5400.0,0.0,0.0,0.0,0.0,0.0,8.3,3499999.9999999995,190.0,1.9,1.9,0.0,38.0,0.16,930000.0,2.7E-4,5.8E-9,220000.0,1.0,4.6E8,
7.3E-12,7.0,3199999.9999999995,66000.0,3500.0,5400.0,0.0,0.0,0.0,0.0,0.0,8.2,3199999.9999999995,75.0,0.92,0.92,0.0,41.0,0.071,920000.0,2.6E-4,2.3E-9,210000.0,1.0,4.6E8,
7.3E-12,7.0,2800000.0,66000.0,3500.0,5400.0,0.0,0.0,0.0,0.0,0.0,8.1,2899999.9999999995,75.0,0.88,0.88,0.0,41.0,0.045,910000.0,2.6E-4,2.3E-9,200000.0,1.0,4.5E8,
7.3E-12,7.0,2800000.0,66000.0,3500.0,5400.0,0.0,0.0,0.0,0.0,0.0,8.1,2899999.9999999995,75.0,0.88,0.88,0.0,41.0,0.045,910000.0,2.6E-4,2.3E-9,200000.0,1.0,4.5E8,
7.3E-12,7.0,2800000.0,66000.0,3500.0,5400.0,0.0,0.0,0.0,0.0,0.0,8.1,2899999.9999999995,75.0,0.88,0.88,0.0,41.0,0.053,910000.0,2.6E-4,2.3E-9,210000.0,1.0,4.5E8,
7.3E-12,7.0,2800000.0,66000.0,3500.0,5400.0,0.0,0.0,0.0,0.0,0.0,8.1,2899999.9999999995,75.0,0.88,0.88,0.0,41.0,0.068,910000.0,2.6E-4,2.3E-9,220000.0,1.0,4.5E8,
7.3E-12,7.0,2800000.0,66000.0,3500.0,5400.0,0.0,0.0,0.0,0.0,0.0,8.1,2899999.9999999995,75.0,0.88,0.88,0.0,41.0,0.094,910000.0,2.6E-4,2.3E-9,230000.0,1.0,4.5E8,
7.3E-12,7.0,2800000.0,66000.0,3500.0,5400.0,0.0,0.0,0.0,0.0,0.0,8.1,2899999.9999999995,74.0,0.88,0.88,0.0,41.0,0.13,910000.0,2.6E-4,2.3E-9,240000.0,1.0,4.5E8,
7.3E-12,7.0,2800000.0,66000.0,3500.0,5400.0,0.0,0.0,0.0,0.0,0.0,8.1,2899999.9999999995,74.0,0.88,0.88,0.0,41.0,0.19,910000.0,2.6E-4,2.3E-9,260000.0,1.0,4.5E8,
7.3E-12,7.0,2800000.0,66000.0,3500.0,5400.0,0.0,0.0,0.0,0.0,0.0,8.1,2899999.9999999995,74.0,0.88,0.88,0.0,41.0,0.26,910000.0,2.6E-4,2.3E-9,270000.0,1.0,4.5E8,
5.1E-10,37.0,3299999.9999999995,370000.0,19000.0,9500.0,0.0,0.0,0.0,0.0,0.0,9.9,3699999.9999999995,370.0,3.6,3.6,0.0,54.0,1.8,920000.0,4.1E-4,1.0E-8,290000.0,1.0,4.6E8,
3.0E-10,22.0,3299999.9999999995,230000.0,1400.0,9500.0,0.0,0.0,0.0,0.0,0.0,9.8,3499999.9999999995,220.0,2.2,2.2,0.0,54.0,0.74,910000.0,4.1E-4,6.1E-9,270000.0,1.0,4.6E8,
1.9E-10,14.0,3199999.9999999995,140000.0,1400.0,9500.0,0.0,0.0,0.0,0.0,0.0,9.6,3399999.9999999995,140.0,1.5,1.5,0.0,54.0,0.42,900000.0,4.0E-4,3.8E-9,250000.0,1.0,4.6E8,
7.3E-11,5.3,3099999.9999999995,52000.0,1400.0,9500.0,0.0,0.0,0.0,0.0,0.0,9.5,3199999.9999999995,54.0,0.72,0.72,0.0,56.0,0.12,890000.0,4.0E-4,1.5E-9,240000.0,1.0,4.6E8,
2.4E-11,1.7,2899999.9999999995,14000.0,1400.0,9500.0,0.0,0.0,0.0,0.0,0.0,9.3,2899999.9999999995,17.0,0.38,0.38,0.0,58.0,0.06,870000.0,3.9E-4,4.7E-10,230000.0,1.0,4.5E8,
7.1E-12,0.51,2800000.0,1200.0,1400.0,9500.0,0.0,0.0,0.0,0.0,0.0,9.2,2899999.9999999995,5.2,0.27,0.27,0.0,58.0,0.0049,860000.0,3.8E-4,1.4E-10,220000.0,1.0,4.5E8,
7.1E-12,0.51,2800000.0,1200.0,1400.0,9500.0,0.0,0.0,0.0,0.0,0.0,9.2,2899999.9999999995,5.2,0.27,0.27,0.0,58.0,0.0052,860000.0,3.8E-4,1.4E-10,220000.0,1.0,4.5E8,
7.1E-12,0.51,2800000.0,1200.0,1400.0,9500.0,0.0,0.0,0.0,0.0,0.0,9.2,2899999.9999999995,5.2,0.27,0.27,0.0,58.0,0.0065,860000.0,3.8E-4,1.4E-10,230000.0,1.0,4.5E8,
