entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
0.8923,0.3774,0.01033,0.009296,0.006561,0.01344,0.0152,0.007128,0.007695,0.004022,0.005507,0.1748,0.746,
0.891,0.3735,0.01032,0.009285,0.006555,0.01339,0.01473,0.007111,0.007679,0.004013,0.005502,0.1756,0.7458,
0.8869,0.3767,0.01032,0.009271,0.006555,0.01336,0.01382,0.007077,0.007653,0.004006,0.005502,0.1756,0.7469,
0.8849,0.3785,0.01037,0.009271,0.006519,0.01332,0.01309,0.007056,0.007653,0.004006,0.005838,0.1752,0.7476,
0.8822,0.3746,0.0104,0.009264,0.00651,0.01328,0.01228,0.007038,0.007647,0.003993,0.005987,0.1754,0.7482,
0.8803,0.383,0.01034,0.009257,0.006509,0.01326,0.0119,0.007038,0.007647,0.003992,0.005987,0.1754,0.7487,
0.8784,0.3779,0.01034,0.009257,0.006509,0.01326,0.01145,0.007038,0.007647,0.003992,0.005987,0.1754,0.7491,
0.877,0.38,0.01034,0.009236,0.006488,0.01326,0.01116,0.007034,0.007647,0.003992,0.005987,0.1754,0.7495,
0.875,0.3817,0.01034,0.009234,0.006487,0.01324,0.01069,0.007021,0.007642,0.003992,0.005986,0.1755,0.7499,
0.874,0.3925,0.01034,0.009234,0.006487,0.01324,0.01046,0.007017,0.007637,0.003992,0.005986,0.1755,0.7501,
0.8737,0.3924,0.01045,0.00923,0.006487,0.01321,0.01019,0.007009,0.007638,0.003992,0.006157,0.1753,0.7503,
0.8725,0.3896,0.01043,0.009221,0.006443,0.01321,0.009995,0.007009,0.007638,0.003992,0.006157,0.1754,0.7506,
0.864,0.3911,0.01042,0.009221,0.006422,0.0132,0.00817,0.006992,0.007619,0.003981,0.006153,0.1754,0.7525,
0.8635,0.3919,0.01037,0.009219,0.006421,0.01319,0.008066,0.006991,0.007617,0.00398,0.006152,0.1755,0.7525,
0.8632,0.3912,0.01037,0.009219,0.006421,0.01319,0.008002,0.006987,0.007617,0.00398,0.006152,0.1755,0.7526,
