FeEn,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
0.0,5.12232,0.0,0.132282,21748.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21748.8,0.0,0.0,0.0,1.0,1.19685E-21,0.0,0.0,7.3612,0.0,0.0,10.6665,0.0,201.0,268004.0,
0.0,5.12232,0.0,0.132282,21748.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21748.8,0.0,0.0,0.0,1.0,1.19685E-21,0.0,0.0,7.3612,0.0,0.0,10.6665,0.0,301.0,268004.0,
0.0,5.12232,0.0,0.132282,21748.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21748.8,0.0,0.0,0.0,1.0,1.19685E-21,0.0,0.0,7.3612,0.0,0.0,10.6665,0.0,401.0,268004.0,
0.0,5.12232,0.0,0.132282,21748.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21748.8,0.0,0.0,0.0,1.0,1.19685E-21,0.0,0.0,7.3612,0.0,0.0,10.6665,0.0,501.0,268004.0,
0.0,5.12232,0.0,0.132282,21748.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21748.8,0.0,0.0,0.0,1.0,1.19685E-21,0.0,0.0,7.3612,0.0,0.0,10.6665,0.0,601.0,268004.0,
0.0,5.12232,0.0,0.132282,21748.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21748.8,0.0,0.0,0.0,1.0,1.19685E-21,0.0,0.0,7.3612,0.0,0.0,10.6665,0.0,701.0,268004.0,
0.0,5.12232,0.0,0.132282,21748.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21748.8,0.0,0.0,0.0,1.0,1.19685E-21,0.0,0.0,7.3612,0.0,0.0,10.6665,0.0,801.0,268004.0,
0.0,5.05983,0.0,6.78035,22251.4,2010.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24262.1,0.0,0.0,0.0,1.0,1.19685E-21,0.0,0.0,7.35977,0.0,0.0,10.7049,0.0,901.0,268004.0,
0.0,5.05983,0.0,6.78035,22251.4,2010.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24262.1,0.0,0.0,0.0,1.0,1.19685E-21,0.0,0.0,7.35977,0.0,0.0,10.7049,0.0,1001.0,268004.0,
0.0,5.05983,0.0,6.78035,22251.4,2010.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24262.1,0.0,0.0,0.0,1.0,1.19685E-21,0.0,0.0,7.35977,0.0,0.0,10.7049,0.0,1101.0,268004.0,
0.0,5.05983,0.0,6.78035,22251.4,2010.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24262.1,0.0,0.0,0.0,1.0,1.19685E-21,0.0,0.0,7.35977,0.0,0.0,10.7049,0.0,1201.0,268004.0,
0.0,5.05983,0.0,6.78035,22251.4,2010.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24262.1,0.0,0.0,0.0,1.0,1.19685E-21,0.0,0.0,7.35977,0.0,0.0,10.7049,0.0,1301.0,268004.0,
