FeEn,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,301.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,401.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,501.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,601.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,701.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,801.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,901.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,1001.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,1101.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,1201.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,1301.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,1401.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,1501.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,1601.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,1701.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,1801.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,1901.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,2001.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,2101.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,2201.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,2301.0,190402.0,
0.0,3.98682,0.0,0.233496,16944.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.9,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.34629,0.0,0.0,7.57801,0.0,2401.0,190402.0,
0.0,3.98682,0.0,0.236355,27123.6,1130.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28254.6,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.35503,0.0,0.0,11.5685,0.0,2501.0,284650.0,
0.0,3.98682,0.0,0.236355,27123.6,1130.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28254.6,0.0,0.0,0.0,1.0,8.50296E-22,0.0,0.0,7.35503,0.0,0.0,11.5685,0.0,2601.0,284650.0,
