entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xPM,
0.3527,0.3643,0.004171,0.00472,0.003842,0.01657,0.005204,0.003524,0.00272,0.01272,0.00763,0.9389,
0.3525,0.3367,0.004158,0.004729,0.003846,0.01657,0.005204,0.003524,0.00272,0.01303,0.007325,0.9389,
0.3525,0.3373,0.004151,0.004732,0.003849,0.01657,0.005223,0.003505,0.002744,0.01312,0.007213,0.9389,
0.3531,0.3329,0.004142,0.004728,0.003811,0.01656,0.005222,0.003504,0.002767,0.01314,0.007346,0.9388,
0.3512,0.345,0.004142,0.004723,0.003763,0.01656,0.006815,0.001886,0.002761,0.01323,0.007238,0.9389,
0.3526,0.3292,0.004295,0.004728,0.003764,0.01656,0.006834,0.001865,0.002795,0.01335,0.007217,0.9386,
0.3522,0.3316,0.004293,0.004728,0.003767,0.01656,0.00685,0.001835,0.002823,0.01332,0.007154,0.9387,
0.3547,0.3263,0.004278,0.004733,0.003769,0.01655,0.006891,0.001789,0.002821,0.01331,0.007728,0.9381,
0.3558,0.3265,0.004256,0.004738,0.003774,0.01654,0.006908,0.001792,0.002797,0.0133,0.007989,0.9379,
0.3566,0.3343,0.004255,0.004731,0.003779,0.01654,0.006959,0.001739,0.002815,0.0135,0.007982,0.9377,
0.3561,0.3333,0.004246,0.004734,0.003786,0.01652,0.006959,0.001787,0.002767,0.01363,0.007749,0.9378,
0.356,0.3318,0.004236,0.00474,0.00379,0.01652,0.006959,0.001787,0.002767,0.01371,0.007671,0.9378,
0.357,0.3379,0.00423,0.004743,0.003791,0.01652,0.006958,0.001897,0.002691,0.01382,0.007729,0.9376,
0.3568,0.3334,0.004223,0.004747,0.003793,0.01652,0.006946,0.001942,0.002639,0.01382,0.007723,0.9376,
0.3567,0.3393,0.004209,0.00476,0.003794,0.01652,0.006969,0.001919,0.002639,0.01389,0.007648,0.9376,
0.3567,0.3396,0.004206,0.004756,0.003802,0.01652,0.007017,0.001915,0.002595,0.01389,0.007648,0.9376,
0.3568,0.3456,0.004196,0.004758,0.003809,0.0165,0.007046,0.001884,0.002737,0.01385,0.007552,0.9377,
0.3554,0.3456,0.004165,0.004756,0.003784,0.01645,0.006997,0.001826,0.002771,0.01388,0.007432,0.9379,
0.355,0.3123,0.004131,0.004759,0.003796,0.01645,0.006992,0.001801,0.002795,0.01394,0.007321,0.938,
0.3554,0.3137,0.00425,0.004757,0.003803,0.01645,0.006992,0.00182,0.002817,0.01427,0.006939,0.9379,
0.3567,0.3158,0.004409,0.004748,0.003811,0.01645,0.006992,0.00182,0.002817,0.01448,0.006851,0.9376,
0.3565,0.3186,0.004371,0.004742,0.003816,0.01645,0.006992,0.001893,0.002779,0.01449,0.006808,0.9377,
0.3563,0.3167,0.004363,0.004744,0.003823,0.01645,0.006992,0.001893,0.002779,0.01455,0.006693,0.9377,
0.3561,0.3232,0.004315,0.004743,0.003825,0.0165,0.006992,0.001893,0.002779,0.01504,0.006269,0.9377,
0.356,0.3255,0.004262,0.004749,0.003833,0.01654,0.007011,0.001889,0.002764,0.01506,0.006245,0.9377,
0.3559,0.3419,0.004255,0.004751,0.003838,0.01654,0.007011,0.001889,0.002764,0.01514,0.006162,0.9377,
0.3557,0.3409,0.004244,0.004761,0.003838,0.01654,0.007026,0.001874,0.002764,0.01535,0.00595,0.9377,
0.3556,0.3364,0.004241,0.004753,0.003849,0.01654,0.007026,0.001874,0.002783,0.01548,0.005807,0.9377,
0.3552,0.3329,0.004156,0.004756,0.003855,0.0166,0.007041,0.001897,0.002809,0.01548,0.00569,0.9377,
0.3574,0.3142,0.004148,0.004754,0.003858,0.01657,0.007038,0.001921,0.002782,0.01564,0.006032,0.9373,
0.3574,0.3147,0.004141,0.004756,0.003862,0.01657,0.007088,0.001909,0.002763,0.01562,0.006032,0.9373,
0.3608,0.3273,0.004132,0.004752,0.003866,0.01656,0.007095,0.001927,0.002729,0.01593,0.006497,0.9365,
0.3605,0.3131,0.004124,0.004749,0.003877,0.01654,0.007134,0.001888,0.002729,0.01616,0.006268,0.9365,
0.3621,0.3136,0.004117,0.004747,0.003881,0.01653,0.007132,0.001887,0.002774,0.01611,0.006582,0.9362,
0.3621,0.3145,0.004116,0.004743,0.003887,0.01653,0.007193,0.001826,0.00284,0.01606,0.006559,0.9362,
0.362,0.3255,0.004091,0.004759,0.003895,0.01653,0.007193,0.001841,0.002848,0.01621,0.006394,0.9362,
0.367,0.3581,0.004068,0.004771,0.003903,0.01653,0.007147,0.001822,0.007076,0.01229,0.006312,0.9361,
0.3671,0.3737,0.004066,0.00477,0.003907,0.01653,0.007147,0.001845,0.007134,0.01227,0.006249,0.9361,
0.3671,0.3637,0.004055,0.004775,0.003912,0.01653,0.007147,0.001892,0.007124,0.0123,0.006182,0.9361,
0.3673,0.363,0.004055,0.004774,0.003912,0.01653,0.007165,0.001896,0.0071,0.0125,0.006047,0.936,
0.3669,0.3628,0.00405,0.004772,0.003919,0.01651,0.007086,0.001967,0.007084,0.01252,0.005975,0.9361,
0.3668,0.3639,0.004007,0.004775,0.003924,0.01653,0.007105,0.001948,0.007126,0.01247,0.005974,0.9361,
0.3705,0.3558,0.004208,0.004769,0.003926,0.01652,0.007152,0.001928,0.007183,0.01244,0.006475,0.9354,
0.3759,0.353,0.004183,0.004762,0.003924,0.0165,0.00717,0.0019,0.007234,0.01236,0.007654,0.9343,
0.376,0.3667,0.004179,0.004764,0.003926,0.0165,0.00721,0.001887,0.007835,0.01173,0.007607,0.9344,
0.379,0.3534,0.004169,0.004765,0.003926,0.01649,0.007205,0.001886,0.007853,0.01181,0.008193,0.9337,
0.3828,0.3501,0.00416,0.00476,0.003928,0.01647,0.007199,0.001884,0.007893,0.01175,0.00905,0.9329,
0.3828,0.349,0.004153,0.004764,0.003931,0.01647,0.007199,0.001884,0.007893,0.01178,0.009026,0.9329,
0.3837,0.3455,0.004141,0.00476,0.003946,0.01647,0.007164,0.001932,0.009483,0.01024,0.009052,0.9328,
0.3849,0.3487,0.00413,0.004761,0.003952,0.01647,0.007185,0.001908,0.009515,0.0102,0.009345,0.9325,
0.3868,0.3394,0.004122,0.004754,0.00396,0.01644,0.007181,0.001893,0.00951,0.01022,0.009798,0.9321,
0.3867,0.3375,0.004117,0.004754,0.003965,0.01644,0.007212,0.001863,0.009565,0.01023,0.009731,0.9321,
0.3871,0.348,0.004111,0.004754,0.003967,0.01642,0.007471,0.001589,0.009566,0.01022,0.009955,0.9319,
0.387,0.3318,0.004102,0.004759,0.003969,0.01639,0.007471,0.00159,0.009589,0.01019,0.009955,0.932,
0.387,0.3463,0.004095,0.004763,0.003972,0.01639,0.007471,0.00159,0.00966,0.01012,0.009955,0.932,
0.387,0.3458,0.004091,0.004765,0.003975,0.01639,0.007471,0.001613,0.009636,0.01018,0.009899,0.932,
0.387,0.2801,0.004088,0.004753,0.003989,0.01637,0.007471,0.001628,0.009645,0.01024,0.009817,0.932,
0.3883,0.2919,0.004085,0.00475,0.003992,0.01636,0.007469,0.001627,0.009642,0.01024,0.01013,0.9317,
0.3884,0.298,0.004082,0.004751,0.003994,0.01636,0.007469,0.001651,0.009686,0.01025,0.01004,0.9317,
0.3908,0.3036,0.004048,0.004757,0.003996,0.01637,0.007488,0.001627,0.009699,0.01023,0.01063,0.9312,
0.3911,0.296,0.004037,0.004766,0.003997,0.01637,0.007507,0.001606,0.009716,0.01021,0.01071,0.9311,
0.392,0.2835,0.004034,0.004757,0.004006,0.01636,0.007505,0.001606,0.009813,0.01011,0.01094,0.9309,
0.3952,0.3236,0.003907,0.004757,0.004014,0.01648,0.007505,0.006084,0.0054,0.01065,0.01033,0.9309,
0.3966,0.322,0.004077,0.004747,0.004021,0.01648,0.00745,0.006054,0.005375,0.01061,0.01061,0.9306,
0.3961,0.3288,0.004071,0.004747,0.00393,0.01648,0.007489,0.006043,0.005346,0.01077,0.01045,0.9307,
0.3961,0.3025,0.004071,0.004745,0.003932,0.01648,0.007538,0.005994,0.005414,0.01082,0.01034,0.9307,
0.3961,0.3046,0.004071,0.004741,0.003936,0.01648,0.007538,0.005994,0.005445,0.01079,0.01034,0.9307,
0.3961,0.3084,0.004067,0.004732,0.003949,0.01648,0.007561,0.005989,0.005426,0.01083,0.01029,0.9307,
0.3961,0.327,0.004057,0.004738,0.003952,0.01648,0.007561,0.005989,0.005426,0.01083,0.01029,0.9307,
0.3973,0.3137,0.00414,0.004741,0.003957,0.01648,0.007628,0.00592,0.005425,0.01085,0.01044,0.9304,
0.3973,0.3036,0.004095,0.004749,0.003959,0.01651,0.007628,0.00592,0.005425,0.01085,0.01044,0.9304,
0.3968,0.2986,0.004094,0.004738,0.003969,0.01649,0.007541,0.00592,0.005444,0.01083,0.01044,0.9305,
0.3967,0.2952,0.004088,0.004739,0.003974,0.01647,0.00756,0.005902,0.005475,0.01089,0.01036,0.9305,
0.3981,0.2955,0.004142,0.004749,0.003977,0.01647,0.007558,0.0059,0.005511,0.01104,0.0104,0.9303,
0.3979,0.3089,0.004128,0.004737,0.003984,0.01647,0.007539,0.005923,0.005501,0.01101,0.0104,0.9303,
0.3979,0.3153,0.004125,0.004741,0.003984,0.01647,0.007539,0.005923,0.005501,0.01105,0.01037,0.9303,
0.3988,0.3028,0.004121,0.004739,0.003986,0.01647,0.007561,0.005931,0.005468,0.01131,0.01033,0.9301,
0.3999,0.302,0.00412,0.004732,0.003991,0.01646,0.007559,0.005953,0.005443,0.01155,0.01036,0.9298,
0.3994,0.3024,0.004002,0.004733,0.003999,0.01656,0.007559,0.005997,0.005445,0.01192,0.009877,0.9299,
0.3994,0.2959,0.003999,0.004734,0.004,0.01656,0.007578,0.006002,0.005445,0.01192,0.009853,0.9299,
0.3997,0.2961,0.003992,0.004733,0.004007,0.01655,0.007578,0.006001,0.005482,0.01203,0.009787,0.9298,
0.4004,0.2852,0.003992,0.00473,0.004008,0.01653,0.007599,0.005977,0.005521,0.01227,0.009689,0.9297,
0.4012,0.2989,0.003979,0.004738,0.004009,0.01653,0.007616,0.005976,0.005501,0.0129,0.009292,0.9295,
0.4012,0.2981,0.003979,0.00473,0.004018,0.01653,0.007635,0.005957,0.005519,0.01297,0.009202,0.9295,
0.4025,0.3168,0.003976,0.004729,0.004018,0.01653,0.007632,0.006021,0.005452,0.013,0.009458,0.9292,
0.404,0.3143,0.004037,0.004725,0.004019,0.01652,0.007623,0.006063,0.00545,0.01293,0.009754,0.9289,
0.4039,0.3195,0.004031,0.004728,0.004023,0.01652,0.007623,0.006063,0.00545,0.01308,0.009604,0.9289,
0.4053,0.3089,0.003997,0.004735,0.004027,0.01653,0.007607,0.006053,0.00542,0.01329,0.009802,0.9285,
0.4044,0.302,0.003989,0.004742,0.004029,0.01652,0.007593,0.00605,0.005416,0.01355,0.009396,0.9287,
0.403,0.3215,0.003979,0.00475,0.004031,0.01652,0.007593,0.008574,0.002915,0.01368,0.009236,0.9287,
0.404,0.3148,0.003974,0.004751,0.004031,0.01651,0.007543,0.008572,0.002938,0.01375,0.009445,0.9285,
0.4072,0.3149,0.004078,0.004734,0.004047,0.0165,0.007538,0.008566,0.002936,0.01381,0.009994,0.9278,
0.4086,0.3064,0.004074,0.004733,0.004048,0.0165,0.007556,0.008544,0.002935,0.01388,0.01024,0.9275,
0.4097,0.2888,0.00407,0.004725,0.004056,0.01649,0.007577,0.008518,0.002934,0.01397,0.01041,0.9272,
0.4107,0.2938,0.004169,0.004725,0.003989,0.01649,0.007575,0.008554,0.002895,0.01414,0.01045,0.927,
0.4106,0.2874,0.004169,0.00472,0.003993,0.01649,0.007599,0.008556,0.00291,0.01427,0.01028,0.927,
0.4105,0.31,0.00415,0.004736,0.003996,0.01649,0.007599,0.008603,0.002863,0.01445,0.0101,0.927,
0.4113,0.3079,0.00415,0.004732,0.003999,0.01649,0.007644,0.008554,0.002863,0.0147,0.01005,0.9268,
0.4111,0.305,0.004149,0.004728,0.004003,0.01649,0.009279,0.006938,0.002844,0.01474,0.01001,0.9268,
0.411,0.3236,0.004136,0.004738,0.004006,0.01649,0.009279,0.006989,0.002794,0.01491,0.009842,0.9268,
0.412,0.3174,0.004135,0.004737,0.004005,0.01648,0.00925,0.006986,0.002769,0.01515,0.009911,0.9266,
0.4119,0.3134,0.004135,0.00473,0.004012,0.01648,0.009292,0.007003,0.002735,0.0152,0.009841,0.9266,
0.4119,0.3123,0.004135,0.004727,0.004014,0.01648,0.009292,0.007053,0.002715,0.01524,0.009763,0.9266,
0.4139,0.3113,0.004124,0.004731,0.004015,0.01647,0.00933,0.007026,0.002741,0.01531,0.01011,0.9261,
0.4146,0.2979,0.004023,0.004729,0.00402,0.01662,0.009301,0.007053,0.002712,0.01537,0.01025,0.9259,
0.4152,0.3279,0.004021,0.004726,0.004022,0.01662,0.009299,0.007066,0.002697,0.01543,0.01032,0.9258,
0.4147,0.2976,0.003949,0.00473,0.004028,0.01668,0.009323,0.007067,0.002697,0.01575,0.009933,0.9258,
0.4146,0.2725,0.003946,0.004731,0.004029,0.01668,0.009384,0.007048,0.002655,0.01583,0.009847,0.9258,
0.4145,0.2664,0.003939,0.004731,0.004036,0.01668,0.009406,0.007058,0.002646,0.01604,0.009622,0.9258,
0.415,0.2672,0.003834,0.004726,0.004044,0.01678,0.00942,0.007057,0.002662,0.01609,0.009688,0.9257,
0.415,0.2711,0.003834,0.004721,0.004048,0.01678,0.009474,0.007025,0.002684,0.01618,0.00955,0.9257,
0.4146,0.2604,0.003825,0.004731,0.004048,0.01677,0.009429,0.007026,0.002739,0.01628,0.009376,0.9258,
0.4145,0.2564,0.003822,0.004728,0.004052,0.01677,0.009429,0.007062,0.002745,0.01646,0.009153,0.9258,
0.4154,0.2567,0.00393,0.004739,0.004056,0.01675,0.009454,0.007035,0.002768,0.01656,0.009097,0.9256,
0.4153,0.2842,0.003923,0.004742,0.00406,0.01675,0.009524,0.006966,0.002768,0.01674,0.008917,0.9256,
0.4152,0.2758,0.003916,0.004743,0.004066,0.01675,0.009547,0.007027,0.002683,0.01681,0.008855,0.9256,
0.4148,0.2628,0.003915,0.004734,0.004075,0.01673,0.009502,0.007034,0.002672,0.01679,0.008853,0.9257,
0.4172,0.2547,0.003905,0.004734,0.004076,0.01672,0.009423,0.006977,0.002679,0.017,0.009342,0.9251,
0.4192,0.2524,0.003926,0.004733,0.004078,0.01674,0.009419,0.007021,0.002665,0.01696,0.009741,0.9247,
0.4187,0.2605,0.003901,0.004729,0.004082,0.01676,0.009387,0.007127,0.00254,0.01718,0.009522,0.9248,
0.4184,0.2519,0.003901,0.004723,0.004088,0.01676,0.009329,0.007127,0.00254,0.01724,0.009464,0.9248,
0.4186,0.2538,0.003889,0.004716,0.004087,0.01676,0.009363,0.007094,0.002766,0.01707,0.009411,0.9248,
0.4181,0.2577,0.003838,0.004712,0.004089,0.01678,0.009314,0.007074,0.002784,0.01714,0.009318,0.9249,
0.4181,0.2566,0.003827,0.004718,0.004094,0.01678,0.009337,0.007051,0.002803,0.01718,0.009264,0.9249,
0.4197,0.2645,0.004037,0.004714,0.004103,0.01678,0.009388,0.006999,0.002841,0.01725,0.009261,0.9246,
0.423,0.2641,0.00403,0.004701,0.00411,0.01675,0.00938,0.006994,0.002839,0.01731,0.009975,0.9239,
0.4223,0.2683,0.00403,0.004691,0.004121,0.01675,0.009451,0.007404,0.002359,0.01759,0.009694,0.9239,
0.4221,0.2637,0.004026,0.004682,0.004134,0.01672,0.00945,0.007442,0.002355,0.01763,0.009617,0.9239,
0.4228,0.2643,0.004104,0.004669,0.004148,0.01672,0.009424,0.007407,0.002354,0.0177,0.009686,0.9238,
0.4232,0.2656,0.004085,0.004682,0.004152,0.0167,0.009423,0.007407,0.002403,0.0178,0.009632,0.9237,
0.4231,0.2704,0.004076,0.004687,0.004155,0.0167,0.009446,0.007384,0.002403,0.01788,0.00955,0.9237,
0.4231,0.2649,0.004074,0.004687,0.004157,0.0167,0.009446,0.007402,0.002384,0.01792,0.009508,0.9237,
0.4235,0.2724,0.004182,0.004681,0.004165,0.0167,0.009399,0.00739,0.002384,0.01804,0.00942,0.9236,
0.4228,0.2737,0.004182,0.004675,0.004173,0.01668,0.009377,0.007365,0.002488,0.01818,0.009089,0.9238,
0.4239,0.2771,0.004173,0.004681,0.004173,0.01666,0.009376,0.007387,0.002581,0.01806,0.009303,0.9236,
0.4232,0.2728,0.004171,0.004679,0.004177,0.01666,0.009229,0.007387,0.00265,0.01824,0.009049,0.9238,
0.4223,0.2818,0.004083,0.004667,0.00419,0.01673,0.01022,0.006331,0.002697,0.01828,0.00896,0.9238,
0.4216,0.2778,0.004081,0.004666,0.004145,0.01673,0.01019,0.006285,0.00278,0.0185,0.008657,0.924,
0.4212,0.2755,0.004078,0.004662,0.004153,0.01673,0.01019,0.006213,0.00278,0.01863,0.008525,0.924,
0.4201,0.2834,0.004062,0.004674,0.004156,0.01673,0.01165,0.004773,0.002812,0.01879,0.008314,0.924,
0.4212,0.277,0.004194,0.004674,0.004158,0.01673,0.01153,0.004722,0.002881,0.01876,0.00851,0.9238,
0.4243,0.275,0.004437,0.004669,0.00416,0.01681,0.0115,0.005483,0.0021,0.01919,0.008636,0.923,
0.4241,0.2805,0.004436,0.004662,0.004169,0.01681,0.01151,0.005507,0.002065,0.01926,0.008536,0.923,
0.4237,0.2742,0.004426,0.00467,0.00417,0.0168,0.01146,0.00555,0.002022,0.01926,0.00853,0.9231,
0.4232,0.2795,0.004416,0.004675,0.004175,0.0168,0.01146,0.005527,0.002008,0.01946,0.008298,0.9232,
0.425,0.2728,0.004598,0.004671,0.00418,0.01679,0.01148,0.005507,0.002085,0.0195,0.008348,0.9228,
0.4245,0.2727,0.004584,0.004683,0.004183,0.01679,0.01142,0.005484,0.002112,0.01958,0.008231,0.9229,
0.4273,0.2647,0.004718,0.004676,0.004186,0.01677,0.01136,0.005469,0.002157,0.01989,0.008449,0.9223,
0.427,0.2587,0.004691,0.004676,0.004189,0.01679,0.01127,0.005469,0.002219,0.01983,0.008449,0.9224,
0.4271,0.2581,0.004689,0.004667,0.0042,0.01679,0.01127,0.005469,0.002294,0.01985,0.008359,0.9224,
0.4264,0.2633,0.004689,0.004665,0.004201,0.01679,0.01127,0.005478,0.002306,0.02033,0.007804,0.9225,
0.425,0.3089,0.004833,0.004663,0.004201,0.01679,0.01459,0.002152,0.002375,0.02027,0.0082,0.9219,
0.4245,0.2839,0.004731,0.004667,0.004201,0.01687,0.01457,0.002176,0.00234,0.02038,0.008076,0.922,
0.4244,0.2823,0.004731,0.004666,0.004202,0.01687,0.01459,0.002176,0.002325,0.02043,0.008026,0.922,
0.4239,0.2673,0.004723,0.004674,0.004202,0.01687,0.01459,0.002123,0.002343,0.02061,0.007821,0.9221,
0.4237,0.2559,0.004701,0.004673,0.004207,0.01688,0.01454,0.002123,0.002343,0.02061,0.007821,0.9221,
0.4235,0.2538,0.004698,0.004674,0.00421,0.01689,0.01454,0.00215,0.002386,0.02061,0.007686,0.9222,
0.4232,0.2447,0.004698,0.004671,0.004213,0.01689,0.01447,0.002174,0.002363,0.02061,0.007686,0.9222,
0.4248,0.2417,0.004815,0.004685,0.004218,0.01688,0.01447,0.002173,0.002362,0.02061,0.007864,0.9219,
0.4282,0.2518,0.004993,0.00468,0.004224,0.01691,0.01451,0.002169,0.002313,0.02079,0.008249,0.9212,
0.4278,0.2383,0.004945,0.004674,0.00423,0.01696,0.01451,0.00224,0.002243,0.02111,0.007931,0.9212,
0.4316,0.2619,0.004936,0.004679,0.004233,0.01696,0.01445,0.00226,0.004759,0.01888,0.007596,0.9213,
0.4334,0.2604,0.005091,0.004676,0.004238,0.01695,0.01444,0.002278,0.004739,0.01887,0.007807,0.9209,
0.4361,0.2801,0.005081,0.004679,0.004236,0.0169,0.01445,0.004583,0.002541,0.01898,0.008198,0.9204,
0.4385,0.2869,0.00507,0.004658,0.004239,0.01689,0.01449,0.00452,0.002484,0.01916,0.008709,0.9198,
0.4383,0.3142,0.004882,0.004666,0.004241,0.01705,0.01449,0.00452,0.002576,0.01924,0.008538,0.9198,
0.4382,0.3128,0.00488,0.004665,0.004245,0.01705,0.01453,0.004504,0.002547,0.01924,0.008538,0.9198,
0.4379,0.2999,0.00487,0.004671,0.004249,0.01705,0.01448,0.004522,0.002565,0.01942,0.008319,0.9199,
0.4384,0.2831,0.004858,0.004661,0.004255,0.01704,0.01439,0.004546,0.002617,0.0194,0.008446,0.9198,
0.4381,0.2737,0.004857,0.004657,0.004258,0.01703,0.01442,0.004523,0.002617,0.01956,0.008275,0.9198,
0.438,0.244,0.004814,0.004651,0.004266,0.01707,0.01442,0.004564,0.002576,0.01963,0.00821,0.9198,
0.4411,0.2662,0.004726,0.004644,0.004267,0.01714,0.01443,0.004481,0.004937,0.01731,0.008168,0.9199,
0.441,0.2652,0.004724,0.00464,0.004273,0.01714,0.01443,0.004536,0.004882,0.01748,0.007998,0.9199,
0.441,0.2948,0.00471,0.004648,0.004279,0.01714,0.01444,0.004524,0.004905,0.01746,0.007998,0.9199,
0.442,0.2868,0.004798,0.004641,0.004284,0.01712,0.01441,0.004513,0.00493,0.01743,0.008165,0.9197,
0.4435,0.2825,0.004984,0.004629,0.004292,0.01711,0.01445,0.004531,0.004868,0.01748,0.008254,0.9194,
0.4443,0.2703,0.004976,0.004634,0.004293,0.01711,0.0145,0.004529,0.00484,0.01759,0.008331,0.9192,
0.443,0.2559,0.004976,0.004634,0.004293,0.01711,0.01533,0.003687,0.004836,0.01768,0.008223,0.9192,
0.4436,0.2614,0.004968,0.004636,0.004297,0.01711,0.01538,0.003704,0.004758,0.01767,0.008379,0.9191,
0.4444,0.2648,0.004959,0.00464,0.004298,0.01709,0.01537,0.003726,0.004767,0.01779,0.008433,0.9189,
0.444,0.2702,0.004956,0.00464,0.004301,0.01708,0.01537,0.00375,0.004697,0.01781,0.008387,0.919,
0.4435,0.2694,0.004948,0.004632,0.004305,0.01702,0.01543,0.003715,0.004712,0.01793,0.00823,0.9191,
0.4427,0.2586,0.004949,0.004633,0.004306,0.017,0.01543,0.003768,0.004684,0.01796,0.00802,0.9192,
0.4426,0.2632,0.004947,0.004629,0.004309,0.01699,0.01546,0.00377,0.004661,0.01802,0.007954,0.9193,
0.4422,0.2785,0.004935,0.00464,0.004311,0.01699,0.01544,0.003722,0.004698,0.01808,0.007858,0.9193,
0.4432,0.2781,0.005013,0.004639,0.004313,0.01698,0.01536,0.003736,0.00473,0.01809,0.007975,0.9192,
0.4431,0.2389,0.005013,0.004639,0.004265,0.01698,0.01536,0.0038,0.004827,0.01793,0.007975,0.9192,
0.4442,0.2463,0.005231,0.004633,0.004268,0.01697,0.01708,0.002069,0.004824,0.01802,0.008544,0.9184,
0.4453,0.255,0.005204,0.004634,0.004271,0.01695,0.01708,0.002086,0.004862,0.01805,0.008747,0.9181,
0.4463,0.2455,0.005195,0.004628,0.004283,0.01695,0.0171,0.002063,0.00486,0.01804,0.008987,0.9179,
0.4463,0.2436,0.005194,0.004622,0.004289,0.01695,0.0171,0.002063,0.004891,0.01804,0.008964,0.9179,
0.4476,0.2402,0.005183,0.004624,0.004294,0.01694,0.01714,0.002027,0.004871,0.01803,0.009296,0.9176,
0.4481,0.2385,0.005181,0.004619,0.004295,0.01691,0.01715,0.002014,0.00494,0.01805,0.009347,0.9175,
0.4481,0.2413,0.005164,0.004631,0.004299,0.01691,0.01715,0.002014,0.004997,0.01805,0.009285,0.9175,
0.4479,0.229,0.005145,0.004633,0.004298,0.01691,0.01716,0.002015,0.00502,0.01803,0.009238,0.9176,
0.4474,0.2294,0.005132,0.004644,0.004301,0.01691,0.01719,0.001952,0.005112,0.01796,0.009148,0.9176,
0.4483,0.2521,0.005128,0.004638,0.004307,0.01691,0.01712,0.001994,0.005069,0.01815,0.009235,0.9175,
0.4478,0.2318,0.005118,0.004641,0.004315,0.01691,0.01712,0.001994,0.005069,0.0185,0.008835,0.9175,
0.4472,0.2351,0.005102,0.004654,0.004317,0.01691,0.01739,0.001745,0.005069,0.01858,0.008729,0.9175,
0.4489,0.232,0.005222,0.004672,0.004319,0.0169,0.01729,0.001744,0.005091,0.01855,0.009029,0.9172,
0.4497,0.2314,0.005216,0.004662,0.004319,0.01689,0.01714,0.001721,0.005212,0.0186,0.009228,0.917,
0.4505,0.2295,0.005257,0.004659,0.00432,0.01688,0.0172,0.001613,0.005206,0.01868,0.009385,0.9168,
0.4501,0.2363,0.005254,0.004659,0.004324,0.01689,0.01722,0.001643,0.005181,0.01895,0.009036,0.9168,
0.4496,0.2476,0.005251,0.004656,0.004329,0.01687,0.01728,0.001607,0.005177,0.01927,0.008689,0.9169,
0.4486,0.2466,0.005118,0.004668,0.004331,0.01698,0.01722,0.001529,0.005177,0.01945,0.008509,0.917,
0.4485,0.229,0.005107,0.004674,0.004336,0.01698,0.01724,0.001521,0.005162,0.01947,0.008486,0.917,
0.4485,0.228,0.005101,0.004677,0.004339,0.01698,0.01729,0.00151,0.005147,0.01945,0.008486,0.917,
0.4477,0.2331,0.005091,0.004679,0.004345,0.01697,0.01724,0.001495,0.005124,0.01977,0.008163,0.9171,
0.4471,0.2285,0.005016,0.004685,0.004348,0.01701,0.01717,0.001507,0.005106,0.01979,0.008124,0.9172,
0.4467,0.2293,0.005005,0.004692,0.004351,0.01701,0.017,0.001572,0.005252,0.01972,0.007982,0.9174,
0.4462,0.2326,0.005002,0.00469,0.004357,0.01701,0.01704,0.001543,0.005234,0.02016,0.007543,0.9174,
0.4489,0.2336,0.00528,0.004698,0.004364,0.01705,0.01695,0.001543,0.00525,0.02026,0.007742,0.9169,
0.4505,0.237,0.005455,0.004708,0.00437,0.01705,0.01695,0.001581,0.00528,0.02018,0.007858,0.9166,
0.4502,0.2512,0.005439,0.004723,0.004371,0.01705,0.01693,0.001599,0.005273,0.02035,0.007653,0.9166,
0.4503,0.2517,0.005432,0.004725,0.004376,0.01705,0.01693,0.001599,0.005395,0.02023,0.007653,0.9166,
0.4503,0.254,0.00543,0.004724,0.004379,0.01705,0.01693,0.001626,0.005436,0.02027,0.007542,0.9166,
0.4507,0.2656,0.005503,0.004711,0.00439,0.01705,0.01678,0.001636,0.005506,0.0202,0.007631,0.9166,
0.4509,0.2816,0.005498,0.004717,0.004392,0.01705,0.01673,0.004848,0.002317,0.02027,0.007491,0.9167,
0.4502,0.2734,0.005496,0.004715,0.004395,0.01705,0.0166,0.004871,0.002294,0.02043,0.007329,0.9168,
0.4497,0.2562,0.005483,0.004723,0.004401,0.01705,0.01654,0.004871,0.002331,0.02072,0.006999,0.9169,
0.4498,0.2482,0.005474,0.004727,0.004405,0.01705,0.01654,0.00489,0.002355,0.02068,0.006999,0.9169,
0.4495,0.2503,0.005453,0.004744,0.004408,0.01703,0.01654,0.00489,0.002401,0.02093,0.006706,0.9169,
0.4494,0.25,0.005444,0.004744,0.004417,0.01703,0.01654,0.00489,0.002424,0.02102,0.006594,0.9169,
0.4536,0.2484,0.005635,0.004751,0.004412,0.01702,0.01651,0.004883,0.002478,0.02111,0.007154,0.916,
0.4552,0.2474,0.005795,0.004753,0.004414,0.017,0.01646,0.004895,0.002451,0.02125,0.007296,0.9157,
0.4566,0.2499,0.006031,0.00475,0.00442,0.01698,0.01629,0.004872,0.002454,0.02129,0.007486,0.9154,
0.4558,0.2477,0.006086,0.004742,0.004432,0.01697,0.01622,0.004873,0.002416,0.02135,0.007328,0.9156,
0.4555,0.2452,0.006084,0.004744,0.004432,0.01697,0.01613,0.004911,0.002424,0.02132,0.007289,0.9157,
0.4552,0.2465,0.00608,0.004746,0.004433,0.01697,0.01606,0.004925,0.002433,0.0213,0.007289,0.9158,
0.4584,0.2387,0.006285,0.004756,0.004404,0.01694,0.01611,0.004829,0.002431,0.02129,0.007866,0.9151,
