entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xPM,
0.4596,0.2367,0.006372,0.004759,0.004402,0.01693,0.01607,0.004863,0.002362,0.0214,0.008025,0.9148,
0.4592,0.2567,0.006368,0.004752,0.004411,0.01689,0.01607,0.004863,0.002362,0.02162,0.007802,0.9149,
0.4603,0.2471,0.006457,0.004753,0.004415,0.01688,0.01607,0.004885,0.002384,0.02198,0.007602,0.9146,
0.4623,0.2213,0.006587,0.004744,0.004425,0.01688,0.01607,0.004859,0.002411,0.0222,0.007723,0.9141,
0.4618,0.2262,0.006579,0.004739,0.004431,0.01687,0.01607,0.004882,0.002388,0.02234,0.007523,0.9142,
0.4635,0.2374,0.00683,0.004737,0.004432,0.01686,0.01609,0.004912,0.002335,0.02238,0.007599,0.9138,
0.4634,0.2221,0.006806,0.004761,0.004432,0.01686,0.01609,0.004953,0.002316,0.02245,0.007507,0.9138,
0.463,0.2241,0.006772,0.004761,0.004435,0.01689,0.01602,0.004966,0.002315,0.02243,0.007507,0.9139,
0.4627,0.2194,0.006769,0.004756,0.004439,0.01686,0.01604,0.004946,0.002315,0.02256,0.007381,0.9139,
0.4678,0.2394,0.006752,0.004763,0.004447,0.01684,0.01598,0.004956,0.005117,0.01975,0.007471,0.9139,
0.4678,0.2504,0.006746,0.004764,0.00445,0.01682,0.01598,0.004956,0.005156,0.01971,0.007471,0.9139,
0.4676,0.2421,0.006732,0.004769,0.00446,0.01682,0.01598,0.004979,0.005151,0.01987,0.007291,0.9139,
0.4674,0.2517,0.00673,0.004767,0.004463,0.01682,0.016,0.004956,0.005151,0.02011,0.007059,0.9139,
0.4676,0.2469,0.006728,0.004761,0.004469,0.01681,0.01617,0.004812,0.005214,0.02002,0.007139,0.9139,
0.4627,0.2806,0.00656,0.004767,0.004472,0.01695,0.01887,0.002112,0.005232,0.02022,0.006916,0.9139,
0.4627,0.2496,0.006556,0.004755,0.004488,0.01695,0.01887,0.002165,0.00521,0.02026,0.006844,0.9139,
0.4621,0.2201,0.006554,0.004754,0.004462,0.01695,0.01875,0.002146,0.005247,0.02023,0.006844,0.9141,
0.4638,0.2192,0.006722,0.004749,0.004466,0.01692,0.01867,0.002146,0.005279,0.02043,0.006919,0.9137,
0.4645,0.2211,0.006769,0.004757,0.004467,0.01691,0.01866,0.002175,0.005247,0.02046,0.007009,0.9136,
0.4638,0.2294,0.006534,0.004751,0.004473,0.01714,0.01875,0.002084,0.005247,0.0205,0.006923,0.9136,
0.4638,0.2278,0.00653,0.004749,0.004479,0.01714,0.01877,0.002081,0.005267,0.02052,0.006862,0.9136,
0.4646,0.2322,0.006587,0.00474,0.004492,0.01712,0.01868,0.002163,0.005207,0.02058,0.006969,0.9135,
0.4637,0.2344,0.006484,0.004731,0.004447,0.0172,0.01859,0.002151,0.005207,0.02058,0.006969,0.9136,
0.4646,0.2265,0.00655,0.004739,0.004447,0.0172,0.01848,0.00215,0.005206,0.02093,0.006904,0.9134,
0.4642,0.2217,0.006527,0.004742,0.004448,0.0172,0.01843,0.002155,0.005187,0.02099,0.006845,0.9135,
0.4652,0.2357,0.00658,0.004745,0.004448,0.01725,0.01839,0.002109,0.005186,0.02098,0.007058,0.9133,
0.4672,0.2316,0.006731,0.004766,0.00445,0.01724,0.01836,0.002078,0.005185,0.02112,0.007247,0.9128,
0.4724,0.2391,0.006644,0.00476,0.004449,0.0174,0.01843,0.001981,0.005252,0.02109,0.008329,0.9117,
0.4718,0.2373,0.006638,0.004752,0.004446,0.0174,0.01838,0.001981,0.005344,0.02129,0.007991,0.9118,
0.4745,0.2371,0.00689,0.00475,0.004444,0.01738,0.01832,0.00198,0.005364,0.02147,0.00822,0.9112,
0.4739,0.2478,0.006884,0.004756,0.004444,0.01738,0.01817,0.001957,0.005456,0.0214,0.008197,0.9114,
0.473,0.2435,0.006706,0.004757,0.004447,0.01753,0.0181,0.001942,0.005474,0.02161,0.007944,0.9115,
0.4723,0.2419,0.006698,0.004757,0.004459,0.01753,0.01808,0.001957,0.005483,0.02172,0.007706,0.9116,
0.472,0.2406,0.006487,0.004756,0.004458,0.01773,0.01808,0.001957,0.005506,0.02176,0.007645,0.9116,
0.4724,0.2796,0.006525,0.004754,0.004459,0.01773,0.01802,0.00195,0.00552,0.02174,0.007741,0.9116,
0.472,0.2474,0.006453,0.004751,0.004466,0.0178,0.01807,0.001923,0.005527,0.0218,0.007602,0.9116,
0.4717,0.2436,0.006447,0.004736,0.004467,0.01778,0.0181,0.0019,0.005596,0.0219,0.007433,0.9116,
0.4715,0.2553,0.006294,0.004756,0.00447,0.01791,0.0181,0.001964,0.005531,0.02198,0.007358,0.9116,
0.4773,0.2525,0.006465,0.004747,0.004468,0.01787,0.01808,0.001962,0.005544,0.02198,0.008434,0.9105,
0.4772,0.2317,0.006452,0.004755,0.004474,0.01787,0.01808,0.001962,0.005562,0.02202,0.008374,0.9105,
0.4769,0.2369,0.006452,0.004754,0.004475,0.01783,0.01812,0.001939,0.005539,0.02212,0.008272,0.9105,
0.4767,0.2682,0.006438,0.004762,0.004432,0.01783,0.01812,0.001954,0.005548,0.02215,0.008226,0.9105,
0.4783,0.2386,0.006588,0.004768,0.004433,0.01783,0.01814,0.00196,0.005535,0.02245,0.008165,0.9101,
0.48,0.2357,0.006708,0.00476,0.00444,0.01781,0.01811,0.001976,0.005522,0.02242,0.008457,0.9098,
0.4811,0.2344,0.00655,0.00477,0.004442,0.01792,0.0181,0.001976,0.005577,0.0224,0.008728,0.9095,
0.4812,0.2197,0.006544,0.00477,0.004443,0.01787,0.01801,0.002012,0.005538,0.02246,0.008812,0.9095,
0.4813,0.2381,0.006393,0.00477,0.004443,0.01802,0.01803,0.004473,0.00306,0.02249,0.00869,0.9096,
0.4811,0.2482,0.006384,0.004778,0.004445,0.01802,0.01805,0.004473,0.003063,0.02272,0.008447,0.9096,
0.4818,0.2356,0.00638,0.004777,0.004446,0.01802,0.01804,0.004495,0.00304,0.02272,0.008613,0.9095,
0.4825,0.2338,0.006369,0.004785,0.004447,0.01802,0.01804,0.004494,0.003039,0.02279,0.008708,0.9093,
0.4818,0.2338,0.006365,0.004774,0.004434,0.01802,0.01797,0.004563,0.002981,0.02293,0.008528,0.9094,
0.4817,0.2318,0.006178,0.004771,0.004437,0.0182,0.01797,0.004581,0.003061,0.02287,0.008491,0.9094,
0.4878,0.2602,0.006211,0.004767,0.004438,0.0182,0.01791,0.004733,0.005766,0.0201,0.008753,0.9091,
0.493,0.2598,0.006424,0.004759,0.004446,0.01815,0.01789,0.004751,0.005783,0.02013,0.009673,0.908,
0.4927,0.2376,0.00636,0.004768,0.004446,0.01818,0.01784,0.004799,0.005752,0.02049,0.00935,0.908,
0.4926,0.2403,0.006353,0.004769,0.004452,0.01816,0.01784,0.004799,0.005804,0.02052,0.009263,0.908,
0.4924,0.2363,0.006338,0.004775,0.004462,0.01817,0.01784,0.004859,0.005903,0.02051,0.009049,0.9081,
0.4921,0.2409,0.006324,0.004781,0.004467,0.01815,0.01781,0.004837,0.005926,0.02056,0.008977,0.9082,
0.4919,0.2343,0.006311,0.00479,0.004472,0.01815,0.01785,0.004812,0.005934,0.02072,0.008796,0.9082,
0.494,0.2456,0.006451,0.004787,0.004473,0.01817,0.01781,0.004806,0.006004,0.02082,0.008959,0.9077,
0.494,0.238,0.006428,0.004807,0.004474,0.01816,0.01775,0.004805,0.006003,0.02099,0.008898,0.9077,
0.4949,0.243,0.006423,0.004802,0.00448,0.01813,0.01774,0.004827,0.005978,0.02116,0.008971,0.9075,
0.4936,0.2375,0.006419,0.004801,0.004482,0.01809,0.01749,0.004922,0.005891,0.02122,0.008899,0.9078,
0.4935,0.2344,0.006416,0.004792,0.004495,0.01809,0.01755,0.005874,0.004882,0.02132,0.0088,0.9078,
0.4934,0.2338,0.006412,0.004793,0.004498,0.01809,0.01757,0.005916,0.004821,0.02142,0.008704,0.9078,
0.4929,0.2557,0.006393,0.00481,0.004501,0.01809,0.01757,0.005917,0.004821,0.02165,0.008409,0.9078,
0.4928,0.2616,0.006379,0.00482,0.004505,0.01809,0.01761,0.005943,0.004805,0.02173,0.008278,0.9078,
0.4925,0.2516,0.006378,0.00482,0.004506,0.01808,0.01763,0.005928,0.004801,0.02178,0.008185,0.9079,
0.4949,0.2582,0.006502,0.004816,0.004511,0.0182,0.01762,0.005926,0.004898,0.02181,0.008342,0.9074,
0.4942,0.2492,0.006494,0.004823,0.004511,0.0182,0.01762,0.005926,0.004921,0.02246,0.007671,0.9074,
0.4952,0.2504,0.006472,0.004823,0.004513,0.01817,0.01764,0.005947,0.004931,0.02253,0.007813,0.9072,
0.4959,0.2509,0.006459,0.004829,0.004519,0.01817,0.01766,0.005951,0.005141,0.02235,0.007863,0.9071,
0.4957,0.2655,0.006431,0.004832,0.004471,0.01819,0.01768,0.005947,0.005202,0.02232,0.007814,0.9071,
0.4957,0.2674,0.00642,0.004839,0.004473,0.01818,0.01769,0.005954,0.005281,0.02225,0.007772,0.9071,
0.4977,0.2213,0.006412,0.004839,0.004479,0.01813,0.01769,0.005965,0.02044,0.00707,0.007773,0.9072,
0.4975,0.2205,0.006369,0.00485,0.00448,0.01814,0.01773,0.005946,0.02046,0.007086,0.007711,0.9072,
0.4976,0.2257,0.00633,0.004865,0.004484,0.01816,0.01775,0.006063,0.02039,0.0072,0.007529,0.9072,
0.4982,0.2288,0.006245,0.004867,0.004489,0.01824,0.01777,0.006056,0.02039,0.007297,0.007573,0.9071,
0.5,0.2279,0.00637,0.004884,0.004489,0.01823,0.01769,0.006118,0.02035,0.007543,0.007588,0.9067,
0.5016,0.228,0.006463,0.004885,0.004488,0.01822,0.01761,0.006161,0.02032,0.007511,0.007926,0.9064,
0.4965,0.2446,0.006447,0.004898,0.00449,0.01822,0.0209,0.002838,0.02035,0.007473,0.007926,0.9065,
0.4963,0.2316,0.006445,0.004898,0.004493,0.01822,0.02089,0.002847,0.02039,0.007529,0.007783,0.9065,
0.4993,0.2229,0.006452,0.004895,0.004497,0.0183,0.02086,0.002841,0.0204,0.007601,0.00829,0.9059,
0.5007,0.2209,0.006734,0.004883,0.004443,0.0183,0.02076,0.00284,0.02035,0.007664,0.00842,0.9056,
0.5053,0.2428,0.006729,0.004887,0.004442,0.0183,0.02072,0.005759,0.01742,0.007843,0.008349,0.9056,
0.5051,0.2434,0.006637,0.004894,0.004449,0.01838,0.0208,0.005702,0.01743,0.008026,0.008125,0.9056,
0.5085,0.2767,0.00662,0.004906,0.004451,0.01835,0.02081,0.008923,0.01426,0.008265,0.008046,0.9054,
0.5083,0.2911,0.006473,0.004899,0.004459,0.01846,0.02083,0.008991,0.0142,0.008322,0.00796,0.9054,
0.5077,0.2701,0.00636,0.004901,0.004465,0.01857,0.02076,0.008989,0.01416,0.00851,0.007772,0.9055,
0.5076,0.2706,0.00635,0.004909,0.004466,0.01855,0.02078,0.008997,0.01415,0.008604,0.00766,0.9055,
0.5074,0.27,0.006325,0.004906,0.00447,0.01856,0.0208,0.01092,0.01221,0.008693,0.007428,0.9057,
0.5071,0.272,0.006321,0.004905,0.004476,0.01855,0.02081,0.01094,0.01216,0.008661,0.007428,0.9057,
0.5095,0.2389,0.006414,0.0049,0.004481,0.01854,0.0208,0.01091,0.01214,0.008657,0.007909,0.9053,
0.5094,0.2454,0.006409,0.004901,0.004485,0.01854,0.02086,0.01091,0.01218,0.00864,0.00782,0.9053,
0.5125,0.2362,0.006512,0.0049,0.004485,0.01853,0.02089,0.01091,0.01214,0.00868,0.008338,0.9046,
0.5119,0.2339,0.006507,0.004901,0.00449,0.01853,0.0208,0.01091,0.01218,0.008665,0.008268,0.9047,
0.5112,0.2798,0.00649,0.004893,0.004496,0.01853,0.02081,0.01391,0.009234,0.008628,0.008197,0.9048,
0.5111,0.2695,0.00646,0.004924,0.004497,0.01852,0.02082,0.01393,0.009268,0.008853,0.00792,0.9048,
0.5108,0.2388,0.006458,0.004926,0.004497,0.01852,0.02084,0.01394,0.009299,0.008881,0.007777,0.9049,
0.5108,0.2388,0.006451,0.004932,0.004497,0.01852,0.02088,0.01393,0.009377,0.008927,0.00762,0.9049,
0.5105,0.2327,0.006443,0.004941,0.004498,0.01852,0.02088,0.014,0.009381,0.008922,0.00751,0.9049,
0.5102,0.2337,0.006419,0.004934,0.004506,0.01854,0.02081,0.01402,0.009404,0.008882,0.00751,0.905,
0.5097,0.2525,0.006303,0.004937,0.00451,0.01863,0.02082,0.01409,0.009356,0.009274,0.007047,0.905,
0.5103,0.2298,0.006385,0.004936,0.004511,0.01863,0.02081,0.01409,0.009356,0.009603,0.006771,0.9049,
0.5109,0.2305,0.006452,0.004933,0.004515,0.01859,0.02081,0.01415,0.009349,0.009652,0.006773,0.9048,
0.5104,0.2599,0.006427,0.004926,0.004515,0.01855,0.02068,0.01415,0.009348,0.009651,0.006841,0.9049,
0.5101,0.2464,0.006415,0.004937,0.004515,0.01855,0.0207,0.01413,0.009317,0.009629,0.006841,0.905,
0.5111,0.2473,0.006492,0.004951,0.00452,0.01855,0.02068,0.01412,0.009315,0.009604,0.006994,0.9048,
0.5108,0.2539,0.006487,0.004955,0.004521,0.01855,0.02073,0.01404,0.009279,0.00976,0.006838,0.9048,
0.5102,0.2258,0.006468,0.004973,0.004523,0.01855,0.02065,0.01406,0.009252,0.009755,0.006791,0.905,
0.5101,0.2161,0.006435,0.005003,0.004526,0.01855,0.02067,0.01411,0.009218,0.009934,0.006574,0.905,
0.5099,0.2109,0.00642,0.005015,0.004528,0.01855,0.02067,0.01407,0.009218,0.01003,0.006479,0.905,
0.5093,0.211,0.006405,0.005025,0.004533,0.01849,0.02143,0.01336,0.009203,0.01004,0.006435,0.9051,
0.5089,0.2171,0.006398,0.005026,0.00454,0.01849,0.02132,0.01336,0.009221,0.01008,0.006382,0.9052,
0.5085,0.216,0.006392,0.005031,0.004541,0.01849,0.02132,0.0134,0.00923,0.01004,0.006292,0.9053,
0.508,0.2116,0.006311,0.005029,0.004484,0.01855,0.02134,0.01339,0.009215,0.0101,0.006239,0.9053,
0.5093,0.2248,0.006392,0.005018,0.004493,0.01855,0.02138,0.01337,0.009208,0.0101,0.006425,0.9051,
0.51,0.2337,0.006546,0.005029,0.004405,0.01854,0.02131,0.01336,0.009184,0.01016,0.006524,0.9049,
0.511,0.2195,0.006602,0.005038,0.004408,0.01856,0.02133,0.01333,0.009354,0.01014,0.006512,0.9047,
0.5106,0.2135,0.00659,0.00504,0.004418,0.01856,0.0213,0.01333,0.009359,0.01011,0.006469,0.9048,
0.5099,0.2143,0.006577,0.005046,0.004427,0.01855,0.02126,0.0134,0.009292,0.01051,0.006026,0.9049,
0.5101,0.2218,0.006658,0.005051,0.004435,0.01852,0.02101,0.01344,0.00916,0.01055,0.006244,0.9049,
0.51,0.2177,0.006644,0.00505,0.004438,0.01852,0.02107,0.01337,0.009161,0.01055,0.006238,0.905,
0.5107,0.2158,0.006761,0.005051,0.004442,0.01852,0.02108,0.0133,0.00916,0.01055,0.006293,0.9048,
0.5114,0.2507,0.006856,0.005047,0.004452,0.01852,0.02275,0.01156,0.009169,0.01056,0.006598,0.9045,
0.5109,0.2501,0.006786,0.005072,0.004447,0.01855,0.02267,0.01161,0.009108,0.01072,0.006446,0.9046,
0.5092,0.246,0.00678,0.005072,0.004454,0.01855,0.02397,0.01016,0.009108,0.01089,0.00627,0.9047,
0.5095,0.2259,0.006904,0.005045,0.004426,0.01854,0.0247,0.009451,0.009099,0.01084,0.006442,0.9046,
0.5099,0.2536,0.006983,0.005047,0.004426,0.01853,0.02463,0.00945,0.009102,0.011,0.006362,0.9045,
0.5113,0.2396,0.007009,0.005057,0.004427,0.01857,0.0246,0.009487,0.009061,0.01097,0.006637,0.9042,
0.5112,0.232,0.006911,0.00505,0.004429,0.01866,0.0246,0.009548,0.009001,0.01097,0.006637,0.9042,
0.5127,0.2315,0.006986,0.005053,0.004434,0.01864,0.02464,0.009518,0.009025,0.01105,0.006789,0.9039,
0.5125,0.2303,0.006983,0.005053,0.004436,0.01864,0.02464,0.009477,0.009066,0.01101,0.006789,0.9039,
0.5123,0.2477,0.006974,0.005059,0.00444,0.01864,0.02459,0.009459,0.009114,0.01096,0.006789,0.904,
0.5158,0.2481,0.007258,0.005059,0.004442,0.01863,0.02459,0.009464,0.009104,0.01107,0.007144,0.9032,
0.5155,0.2373,0.007254,0.005059,0.004445,0.01863,0.02454,0.009488,0.009097,0.01107,0.007102,0.9033,
0.5148,0.2362,0.00724,0.005066,0.004453,0.01863,0.02445,0.009459,0.009179,0.01104,0.007005,0.9035,
0.5154,0.2386,0.007208,0.005091,0.004462,0.0188,0.02436,0.009354,0.009177,0.01123,0.006978,0.9033,
0.5152,0.2861,0.007187,0.005104,0.004469,0.0188,0.02433,0.00933,0.009242,0.01122,0.006925,0.9034,
0.5142,0.2812,0.007178,0.005107,0.004477,0.01878,0.02408,0.009375,0.009271,0.01119,0.006878,0.9037,
0.5158,0.2784,0.007193,0.005116,0.004482,0.01887,0.02408,0.009467,0.009214,0.01119,0.007056,0.9033,
0.5154,0.3065,0.007184,0.005108,0.004481,0.01887,0.02402,0.009444,0.009232,0.01122,0.007018,0.9034,
0.515,0.2704,0.007177,0.005109,0.004487,0.01887,0.02394,0.009475,0.009292,0.01129,0.006852,0.9035,
0.5165,0.2525,0.007296,0.005114,0.004487,0.01884,0.02376,0.009453,0.009311,0.01149,0.007024,0.9032,
0.5187,0.2351,0.007414,0.005118,0.00449,0.0189,0.02381,0.009436,0.00928,0.01152,0.007288,0.9027,
0.5187,0.2242,0.007347,0.005128,0.004491,0.01895,0.02381,0.009436,0.00928,0.01152,0.007288,0.9027,
0.5186,0.2276,0.007326,0.00514,0.004498,0.01894,0.02384,0.00946,0.009255,0.01152,0.007266,0.9028,
0.5185,0.2549,0.007282,0.005164,0.004501,0.01894,0.02387,0.009422,0.009278,0.01152,0.007243,0.9028,
0.5184,0.2518,0.007243,0.005172,0.004502,0.01897,0.0239,0.009418,0.00926,0.01159,0.00718,0.9028,
0.5183,0.2425,0.00723,0.00518,0.004504,0.01895,0.02392,0.0094,0.009283,0.01157,0.00718,0.9028,
0.518,0.2405,0.007095,0.005198,0.004476,0.01907,0.02393,0.009411,0.009257,0.01159,0.007157,0.9028,
0.5179,0.2565,0.007089,0.005196,0.004483,0.01907,0.02393,0.009411,0.009325,0.01179,0.006892,0.9028,
0.5166,0.2448,0.007075,0.005204,0.004491,0.01907,0.02375,0.009399,0.009308,0.01192,0.006664,0.9031,
0.5176,0.2502,0.007178,0.00521,0.00449,0.01904,0.0235,0.01065,0.00805,0.01191,0.007003,0.903,
0.5179,0.2717,0.007244,0.00522,0.004493,0.019,0.02328,0.01069,0.008028,0.01192,0.007161,0.903,
0.5171,0.2701,0.007231,0.005226,0.0045,0.01898,0.02311,0.0107,0.008076,0.01184,0.007161,0.9032,
0.5157,0.2688,0.007207,0.005233,0.004503,0.01898,0.02282,0.01073,0.008043,0.01196,0.007019,0.9035,
0.5142,0.2698,0.007203,0.005227,0.004514,0.01894,0.02245,0.01075,0.008137,0.01194,0.006927,0.9039,
0.5135,0.2679,0.007183,0.005242,0.004519,0.01894,0.02236,0.01075,0.008074,0.01206,0.006788,0.9041,
0.513,0.2534,0.00713,0.005244,0.004517,0.01893,0.02248,0.01071,0.008053,0.01211,0.006678,0.9041,
0.5124,0.2484,0.007112,0.005251,0.004527,0.01893,0.02241,0.01068,0.008074,0.01217,0.00655,0.9043,
0.5114,0.2648,0.007102,0.005259,0.00453,0.01893,0.02362,0.009473,0.008138,0.01211,0.00655,0.9043,
0.5148,0.2424,0.007308,0.005255,0.004535,0.01892,0.02363,0.009424,0.008116,0.01232,0.006913,0.9036,
0.5138,0.2924,0.007299,0.005258,0.004535,0.01891,0.02355,0.009459,0.008136,0.01256,0.006528,0.9038,
0.5125,0.2755,0.007169,0.005258,0.00454,0.01904,0.02336,0.009392,0.008122,0.01269,0.006393,0.904,
0.5138,0.2401,0.007232,0.005237,0.004515,0.01903,0.02339,0.009396,0.008086,0.01271,0.006648,0.9038,
0.5128,0.2336,0.007231,0.005232,0.004521,0.01903,0.02328,0.009312,0.008059,0.0128,0.006546,0.904,
0.5121,0.2364,0.007185,0.005246,0.004523,0.01906,0.02313,0.009332,0.008035,0.01283,0.006497,0.9042,
0.5111,0.2364,0.0071,0.005265,0.004525,0.01911,0.02304,0.009392,0.01341,0.007399,0.00645,0.9043,
0.5105,0.2526,0.007242,0.005263,0.004524,0.0191,0.02408,0.008008,0.0134,0.007589,0.006555,0.9042,
0.5095,0.2584,0.007344,0.005274,0.004527,0.01909,0.02404,0.007944,0.015,0.006011,0.006558,0.9042,
0.5106,0.2507,0.007514,0.005271,0.00448,0.01908,0.02396,0.007884,0.01499,0.006216,0.006581,0.904,
0.5099,0.2545,0.007659,0.005269,0.004491,0.01908,0.02449,0.007195,0.01495,0.006346,0.006475,0.904,
0.5067,0.259,0.007655,0.005271,0.004493,0.01908,0.02433,0.00721,0.01714,0.004118,0.006475,0.9042,
0.5082,0.2836,0.007698,0.005277,0.004491,0.01908,0.02444,0.007138,0.01712,0.004232,0.006617,0.9039,
0.5009,0.2849,0.007679,0.005279,0.004498,0.01908,0.02859,0.002953,0.01716,0.004308,0.006475,0.904,
0.5006,0.2636,0.007658,0.005292,0.004504,0.01904,0.0285,0.00301,0.0171,0.004725,0.006058,0.9041,
0.5005,0.2618,0.007647,0.005295,0.004513,0.01902,0.02845,0.003051,0.01709,0.004703,0.006058,0.9042,
0.5005,0.2589,0.007643,0.005297,0.004514,0.01902,0.02846,0.003072,0.01707,0.004944,0.005798,0.9042,
0.5003,0.2663,0.007568,0.005296,0.004517,0.0191,0.02842,0.003103,0.01706,0.004979,0.005746,0.9042,
0.5002,0.2641,0.007495,0.005327,0.004517,0.01912,0.02843,0.003099,0.01707,0.004994,0.005708,0.9042,
0.4993,0.2569,0.00749,0.005331,0.004516,0.01909,0.02825,0.003075,0.0171,0.005,0.005667,0.9045,
0.5013,0.2561,0.007777,0.00534,0.004517,0.01906,0.02821,0.003017,0.0171,0.005084,0.005822,0.9041,
0.5004,0.2484,0.007765,0.005345,0.004522,0.01899,0.02802,0.003044,0.01711,0.005213,0.005663,0.9043,
0.5024,0.2468,0.007886,0.00535,0.004528,0.01897,0.02792,0.003043,0.01714,0.005236,0.005967,0.904,
0.5032,0.2459,0.008021,0.005349,0.004505,0.01896,0.02789,0.003062,0.0171,0.005333,0.005967,0.9038,
0.5028,0.2595,0.007892,0.005358,0.004517,0.01907,0.02799,0.003014,0.01709,0.005339,0.005878,0.9039,
0.505,0.2484,0.008077,0.005365,0.004522,0.01903,0.02796,0.003005,0.01705,0.005337,0.006222,0.9034,
0.5059,0.2493,0.008268,0.005373,0.004525,0.01901,0.02769,0.003096,0.01704,0.005378,0.006288,0.9033,
0.5077,0.2478,0.008348,0.005376,0.004526,0.019,0.02765,0.003126,0.01705,0.005411,0.006539,0.903,
0.5068,0.251,0.008266,0.005387,0.004441,0.01908,0.02756,0.003169,0.01704,0.005392,0.00648,0.9032,
0.5101,0.3206,0.008238,0.00539,0.004445,0.0191,0.02757,0.01439,0.005805,0.00543,0.006442,0.9032,
0.5103,0.3058,0.008295,0.005403,0.004411,0.01909,0.02744,0.01442,0.005833,0.005435,0.006509,0.9032,
0.5103,0.2383,0.008284,0.005409,0.004415,0.01909,0.02749,0.01441,0.005832,0.005427,0.006473,0.9032,
0.5114,0.2417,0.008346,0.005428,0.004416,0.01909,0.02742,0.01445,0.005772,0.005426,0.006691,0.903,
0.5111,0.235,0.008333,0.005441,0.004418,0.01909,0.02744,0.01444,0.005773,0.005374,0.006691,0.903,
0.5144,0.2346,0.008637,0.005441,0.004419,0.01908,0.02735,0.01448,0.005725,0.005623,0.006898,0.9023,
0.5142,0.2457,0.00862,0.005455,0.004421,0.01908,0.02728,0.01448,0.005796,0.00569,0.00676,0.9024,
0.5168,0.242,0.008721,0.005452,0.004378,0.01907,0.0272,0.01451,0.005806,0.0056,0.007367,0.9019,
0.5191,0.2501,0.008726,0.005447,0.004379,0.01913,0.02719,0.01449,0.005766,0.00571,0.007748,0.9014,
0.5186,0.2443,0.008719,0.00545,0.004383,0.01913,0.02715,0.01456,0.005651,0.00571,0.007748,0.9015,
0.5182,0.2416,0.008672,0.005454,0.004388,0.01917,0.02711,0.01449,0.005651,0.005808,0.00765,0.9016,
0.5179,0.245,0.008638,0.005463,0.004395,0.01917,0.02703,0.01448,0.005651,0.006108,0.007351,0.9017,
0.5193,0.2437,0.008702,0.005466,0.004396,0.01918,0.02687,0.01443,0.005618,0.006249,0.007628,0.9015,
0.518,0.2406,0.008697,0.005462,0.004403,0.01916,0.02653,0.01445,0.005583,0.006478,0.007393,0.9018,
0.5175,0.2571,0.008571,0.005484,0.004407,0.01926,0.02656,0.01433,0.005712,0.006348,0.007393,0.9019,
0.5172,0.2488,0.008552,0.005499,0.00441,0.01926,0.02655,0.0143,0.005755,0.006344,0.00731,0.902,
0.5163,0.255,0.008528,0.005504,0.004412,0.01926,0.02646,0.01427,0.005755,0.006655,0.006925,0.9022,
0.5141,0.2588,0.008482,0.005522,0.004417,0.01925,0.02845,0.01223,0.005692,0.006679,0.006884,0.9024,
0.5127,0.2608,0.008588,0.005534,0.00442,0.01925,0.02839,0.01462,0.003383,0.006647,0.007002,0.9022,
0.5141,0.2582,0.008692,0.005546,0.004426,0.01924,0.02843,0.01459,0.003358,0.006646,0.00721,0.9019,
0.5145,0.2589,0.008808,0.005544,0.004427,0.01924,0.02847,0.0149,0.003022,0.006671,0.007241,0.9017,
0.5129,0.2707,0.008729,0.005542,0.004433,0.01931,0.02949,0.01385,0.002926,0.006781,0.007114,0.9018,
0.5139,0.2667,0.008775,0.00554,0.004439,0.01931,0.02933,0.01386,0.002903,0.006779,0.007412,0.9016,
0.5164,0.2631,0.008812,0.005557,0.004439,0.0193,0.02923,0.0138,0.002901,0.006752,0.00805,0.9012,
0.5162,0.2573,0.008772,0.005563,0.004443,0.01933,0.02918,0.01382,0.002878,0.006752,0.00805,0.9012,
0.5166,0.2539,0.008847,0.005558,0.00445,0.01939,0.02927,0.0138,0.002811,0.00682,0.007982,0.9011,
0.5168,0.2476,0.008876,0.005575,0.004457,0.01939,0.02931,0.01377,0.002796,0.006843,0.007959,0.901,
0.5167,0.2532,0.008868,0.005577,0.004463,0.01937,0.02934,0.01377,0.00279,0.006866,0.007918,0.901,
0.5109,0.2754,0.0089,0.005582,0.004468,0.0193,0.03427,0.008801,0.00276,0.007038,0.007675,0.9012,
0.5104,0.2617,0.008792,0.005582,0.00447,0.01941,0.03422,0.008784,0.002731,0.007061,0.007653,0.9013,
0.5097,0.2659,0.008764,0.005587,0.004475,0.01941,0.03426,0.008609,0.00286,0.007082,0.007481,0.9015,
0.5066,0.2847,0.008751,0.005597,0.004477,0.01941,0.03623,0.00672,0.002796,0.007111,0.007429,0.9015,
0.506,0.2665,0.00871,0.005613,0.004484,0.01941,0.03623,0.006631,0.002816,0.007076,0.007429,0.9016,
0.5054,0.249,0.008682,0.005615,0.004491,0.01941,0.03614,0.006649,0.002817,0.00705,0.007392,0.9018,
0.509,0.2478,0.008889,0.005616,0.004495,0.0194,0.03626,0.006461,0.00288,0.006958,0.008081,0.901,
0.5085,0.2393,0.008889,0.005615,0.004496,0.01937,0.03613,0.006509,0.002853,0.006973,0.008043,0.9011,
0.5082,0.2417,0.008615,0.005625,0.004504,0.0196,0.03613,0.006531,0.002906,0.006898,0.008043,0.9011,
0.5075,0.2441,0.008588,0.005632,0.004505,0.01961,0.036,0.006494,0.002924,0.006948,0.007952,0.9014,
