RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xPM,
1078000.0,1206000.0,981200.0,4224000.0,1327000.0,896100.0,697000.0,3258000.0,1905000.0,2.3999999999999997E8,
1066000.0,1207000.0,981900.0,4235000.0,1330000.0,900700.0,695300.0,3252000.0,1950000.0,2.3999999999999997E8,
1063000.0,1209000.0,983100.0,4235000.0,1330000.0,900700.0,695300.0,3330000.0,1872000.0,2.3999999999999997E8,
1061000.0,1210000.0,983900.0,4235000.0,1335000.0,895900.0,701300.0,3353000.0,1844000.0,2.3999999999999997E8,
1059000.0,1209000.0,974200.0,4235000.0,1335000.0,895900.0,707300.0,3360000.0,1878000.0,2.3999999999999997E8,
1059000.0,1208000.0,962100.0,4235000.0,1742000.0,482100.0,705700.0,3383000.0,1850000.0,2.3999999999999997E8,
1098000.0,1209000.0,962300.0,4235000.0,1747000.0,477000.0,714600.0,3413000.0,1845000.0,2.3999999999999997E8,
1097000.0,1209000.0,963200.0,4235000.0,1751000.0,469200.0,721700.0,3404000.0,1829000.0,2.3999999999999997E8,
1094000.0,1211000.0,964200.0,4235000.0,1763000.0,457700.0,721700.0,3404000.0,1977000.0,2.3999999999999997E8,
1089000.0,1212000.0,965800.0,4233000.0,1767000.0,458500.0,715600.0,3404000.0,2044000.0,2.3999999999999997E8,
1089000.0,1211000.0,967200.0,4233000.0,1781000.0,445100.0,720400.0,3455000.0,2043000.0,2.3999999999999997E8,
1087000.0,1211000.0,968900.0,4228000.0,1781000.0,457300.0,708100.0,3489000.0,1983000.0,2.3999999999999997E8,
1084000.0,1213000.0,970000.0,4228000.0,1781000.0,457300.0,708100.0,3509000.0,1963000.0,2.3999999999999997E8,
1083000.0,1214000.0,970300.0,4228000.0,1781000.0,485500.0,688800.0,3538000.0,1978000.0,2.3999999999999997E8,
1081000.0,1215000.0,970900.0,4228000.0,1778000.0,497200.0,675400.0,3537000.0,1977000.0,2.3999999999999997E8,
1077000.0,1218000.0,971200.0,4228000.0,1784000.0,491200.0,675400.0,3556000.0,1958000.0,2.3999999999999997E8,
1077000.0,1217000.0,973100.0,4228000.0,1796000.0,490200.0,664200.0,3556000.0,1958000.0,2.3999999999999997E8,
1074000.0,1218000.0,974800.0,4224000.0,1804000.0,482200.0,700500.0,3544000.0,1933000.0,2.3999999999999997E8,
1066000.0,1217000.0,968500.0,4211000.0,1791000.0,467300.0,709200.0,3553000.0,1902000.0,2.3999999999999997E8,
1057000.0,1218000.0,971400.0,4211000.0,1789000.0,461000.0,715400.0,3568000.0,1874000.0,2.4009999999999997E8,
1088000.0,1217000.0,973300.0,4211000.0,1789000.0,465800.0,721000.0,3651000.0,1776000.0,2.3999999999999997E8,
1128000.0,1215000.0,975500.0,4211000.0,1789000.0,465800.0,721000.0,3705000.0,1753000.0,2.3999999999999997E8,
1119000.0,1214000.0,976700.0,4211000.0,1789000.0,484400.0,711200.0,3707000.0,1742000.0,2.3999999999999997E8,
1117000.0,1214000.0,978300.0,4211000.0,1789000.0,484400.0,711200.0,3725000.0,1713000.0,2.3999999999999997E8,
1104000.0,1214000.0,978900.0,4222000.0,1789000.0,484400.0,711200.0,3848000.0,1604000.0,2.3999999999999997E8,
1091000.0,1215000.0,981000.0,4232000.0,1794000.0,483500.0,707300.0,3854000.0,1598000.0,2.3999999999999997E8,
1089000.0,1216000.0,982400.0,4232000.0,1794000.0,483500.0,707300.0,3875000.0,1577000.0,2.3999999999999997E8,
1086000.0,1219000.0,982400.0,4232000.0,1798000.0,479600.0,707300.0,3930000.0,1523000.0,2.3999999999999997E8,
1085000.0,1217000.0,985200.0,4232000.0,1798000.0,479600.0,712200.0,3961000.0,1486000.0,2.3999999999999997E8,
1064000.0,1217000.0,986600.0,4247000.0,1802000.0,485500.0,718900.0,3962000.0,1456000.0,2.3999999999999997E8,
1062000.0,1217000.0,987700.0,4243000.0,1802000.0,491900.0,712400.0,4005000.0,1544000.0,2.3999999999999997E8,
1060000.0,1218000.0,988900.0,4243000.0,1815000.0,488800.0,707400.0,4000000.0,1544000.0,2.3999999999999997E8,
1059000.0,1218000.0,990600.0,4243000.0,1818000.0,493700.0,699300.0,4081000.0,1665000.0,2.3999999999999997E8,
1057000.0,1217000.0,993500.0,4238000.0,1828000.0,483700.0,699300.0,4140000.0,1606000.0,2.3999999999999997E8,
1055000.0,1217000.0,994800.0,4238000.0,1828000.0,483700.0,711100.0,4128000.0,1687000.0,2.3999999999999997E8,
1055000.0,1216000.0,996300.0,4238000.0,1844000.0,468000.0,727900.0,4117000.0,1681000.0,2.3999999999999997E8,
1049000.0,1220000.0,998400.0,4238000.0,1844000.0,471800.0,730100.0,4154000.0,1639000.0,2.3999999999999997E8,
1043000.0,1223000.0,1001000.0,4238000.0,1832000.0,467000.0,1814000.0,3150000.0,1618000.0,2.3999999999999997E8,
1042000.0,1223000.0,1002000.0,4238000.0,1832000.0,473100.0,1829000.0,3145000.0,1602000.0,2.3999999999999997E8,
1040000.0,1224000.0,1003000.0,4238000.0,1832000.0,485000.0,1826000.0,3153000.0,1585000.0,2.3999999999999997E8,
1040000.0,1224000.0,1003000.0,4238000.0,1837000.0,486200.0,1820000.0,3205000.0,1550000.0,2.3999999999999997E8,
1038000.0,1223000.0,1005000.0,4234000.0,1817000.0,504200.0,1816000.0,3209000.0,1532000.0,2.3999999999999997E8,
1027000.0,1224000.0,1006000.0,4238000.0,1822000.0,499400.0,1827000.0,3198000.0,1532000.0,2.3999999999999997E8,
1080000.0,1223000.0,1007000.0,4238000.0,1835000.0,494600.0,1843000.0,3190000.0,1661000.0,2.3999999999999997E8,
1074000.0,1223000.0,1008000.0,4238000.0,1841000.0,487900.0,1858000.0,3175000.0,1966000.0,2.3999999999999997E8,
1073000.0,1224000.0,1008000.0,4238000.0,1852000.0,484700.0,2012000.0,3014000.0,1954000.0,2.3999999999999997E8,
1071000.0,1225000.0,1009000.0,4238000.0,1852000.0,484700.0,2018000.0,3036000.0,2106000.0,2.3999999999999997E8,
1070000.0,1224000.0,1010000.0,4238000.0,1852000.0,484700.0,2030000.0,3024000.0,2328000.0,2.3999999999999997E8,
1068000.0,1225000.0,1011000.0,4238000.0,1852000.0,484700.0,2030000.0,3030000.0,2322000.0,2.3999999999999997E8,
1065000.0,1224000.0,1015000.0,4238000.0,1843000.0,496900.0,2440000.0,2634000.0,2329000.0,2.3999999999999997E8,
1063000.0,1225000.0,1017000.0,4238000.0,1849000.0,491000.0,2448000.0,2625000.0,2405000.0,2.3999999999999997E8,
1061000.0,1224000.0,1020000.0,4233000.0,1849000.0,487300.0,2448000.0,2630000.0,2523000.0,2.3999999999999997E8,
1060000.0,1224000.0,1021000.0,4233000.0,1857000.0,479500.0,2462000.0,2633000.0,2505000.0,2.3999999999999997E8,
1059000.0,1224000.0,1022000.0,4229000.0,1924000.0,409300.0,2463000.0,2631000.0,2563000.0,2.3999999999999997E8,
1056000.0,1225000.0,1022000.0,4219000.0,1924000.0,409300.0,2469000.0,2625000.0,2563000.0,2.3999999999999997E8,
1054000.0,1226000.0,1023000.0,4219000.0,1924000.0,409300.0,2487000.0,2607000.0,2563000.0,2.3999999999999997E8,
1053000.0,1227000.0,1023000.0,4219000.0,1924000.0,415300.0,2481000.0,2621000.0,2549000.0,2.3999999999999997E8,
1053000.0,1224000.0,1027000.0,4214000.0,1924000.0,419200.0,2484000.0,2636000.0,2528000.0,2.3999999999999997E8,
1052000.0,1223000.0,1028000.0,4214000.0,1924000.0,419200.0,2484000.0,2636000.0,2609000.0,2.3999999999999997E8,
1051000.0,1224000.0,1029000.0,4214000.0,1924000.0,425200.0,2495000.0,2641000.0,2587000.0,2.3999999999999997E8,
1043000.0,1226000.0,1030000.0,4219000.0,1930000.0,419200.0,2500000.0,2636000.0,2739000.0,2.3999999999999997E8,
1041000.0,1228000.0,1030000.0,4219000.0,1935000.0,414100.0,2504000.0,2631000.0,2761000.0,2.3999999999999997E8,
1040000.0,1226000.0,1033000.0,4219000.0,1935000.0,414100.0,2530000.0,2606000.0,2819000.0,2.3999999999999997E8,
1007000.0,1226000.0,1035000.0,4250000.0,1935000.0,1569000.0,1392000.0,2745000.0,2663000.0,2.3999999999999997E8,
1051000.0,1224000.0,1037000.0,4250000.0,1921000.0,1561000.0,1386000.0,2736000.0,2737000.0,2.3999999999999997E8,
1050000.0,1224000.0,1014000.0,4250000.0,1931000.0,1558000.0,1379000.0,2777000.0,2695000.0,2.3999999999999997E8,
1050000.0,1224000.0,1014000.0,4250000.0,1944000.0,1546000.0,1396000.0,2790000.0,2666000.0,2.3999999999999997E8,
1050000.0,1223000.0,1015000.0,4250000.0,1944000.0,1546000.0,1404000.0,2782000.0,2666000.0,2.3999999999999997E8,
1049000.0,1220000.0,1018000.0,4250000.0,1950000.0,1545000.0,1399000.0,2793000.0,2655000.0,2.3999999999999997E8,
1046000.0,1222000.0,1019000.0,4250000.0,1950000.0,1545000.0,1399000.0,2793000.0,2655000.0,2.3999999999999997E8,
1068000.0,1223000.0,1021000.0,4250000.0,1968000.0,1527000.0,1399000.0,2799000.0,2694000.0,2.3999999999999997E8,
1056000.0,1225000.0,1021000.0,4259000.0,1968000.0,1527000.0,1399000.0,2799000.0,2694000.0,2.3999999999999997E8,
1056000.0,1222000.0,1024000.0,4254000.0,1945000.0,1527000.0,1404000.0,2794000.0,2694000.0,2.3999999999999997E8,
1054000.0,1222000.0,1025000.0,4249000.0,1950000.0,1522000.0,1412000.0,2809000.0,2671000.0,2.3999999999999997E8,
1069000.0,1225000.0,1026000.0,4249000.0,1950000.0,1522000.0,1422000.0,2847000.0,2684000.0,2.3999999999999997E8,
1065000.0,1222000.0,1028000.0,4249000.0,1945000.0,1528000.0,1419000.0,2841000.0,2684000.0,2.3999999999999997E8,
1064000.0,1223000.0,1028000.0,4249000.0,1945000.0,1528000.0,1419000.0,2851000.0,2674000.0,2.3999999999999997E8,
1063000.0,1223000.0,1029000.0,4249000.0,1951000.0,1530000.0,1411000.0,2918000.0,2665000.0,2.3999999999999997E8,
1063000.0,1221000.0,1030000.0,4249000.0,1951000.0,1536000.0,1405000.0,2982000.0,2673000.0,2.3999999999999997E8,
1033000.0,1221000.0,1032000.0,4273000.0,1951000.0,1548000.0,1405000.0,3077000.0,2549000.0,2.3999999999999997E8,
1032000.0,1222000.0,1032000.0,4273000.0,1956000.0,1549000.0,1405000.0,3077000.0,2543000.0,2.3999999999999997E8,
1030000.0,1222000.0,1034000.0,4273000.0,1956000.0,1549000.0,1415000.0,3106000.0,2526000.0,2.3999999999999997E8,
1030000.0,1221000.0,1035000.0,4268000.0,1962000.0,1543000.0,1425000.0,3167000.0,2501000.0,2.3999999999999997E8,
1027000.0,1223000.0,1035000.0,4268000.0,1967000.0,1543000.0,1420000.0,3330000.0,2399000.0,2.3999999999999997E8,
1027000.0,1221000.0,1037000.0,4268000.0,1971000.0,1538000.0,1425000.0,3348000.0,2376000.0,2.3999999999999997E8,
1027000.0,1221000.0,1038000.0,4268000.0,1971000.0,1555000.0,1408000.0,3359000.0,2443000.0,2.3999999999999997E8,
1043000.0,1221000.0,1038000.0,4268000.0,1970000.0,1567000.0,1408000.0,3342000.0,2520000.0,2.3999999999999997E8,
1041000.0,1222000.0,1039000.0,4268000.0,1970000.0,1567000.0,1408000.0,3380000.0,2481000.0,2.3999999999999997E8,
1033000.0,1224000.0,1041000.0,4273000.0,1966000.0,1564000.0,1401000.0,3435000.0,2534000.0,2.3999999999999997E8,
1031000.0,1225000.0,1041000.0,4268000.0,1962000.0,1563000.0,1400000.0,3501000.0,2428000.0,2.3999999999999997E8,
1028000.0,1227000.0,1042000.0,4268000.0,1962000.0,2216000.0,753400.0,3536000.0,2387000.0,2.3999999999999997E8,
1027000.0,1228000.0,1042000.0,4268000.0,1950000.0,2216000.0,759400.0,3555000.0,2442000.0,2.3999999999999997E8,
1055000.0,1225000.0,1047000.0,4268000.0,1950000.0,2216000.0,759400.0,3571000.0,2585000.0,2.3999999999999997E8,
1054000.0,1225000.0,1047000.0,4268000.0,1955000.0,2211000.0,759400.0,3592000.0,2648000.0,2.3999999999999997E8,
1053000.0,1223000.0,1050000.0,4268000.0,1961000.0,2205000.0,759400.0,3616000.0,2693000.0,2.3999999999999997E8,
1079000.0,1223000.0,1033000.0,4268000.0,1961000.0,2214000.0,749500.0,3660000.0,2706000.0,2.3999999999999997E8,
1079000.0,1222000.0,1034000.0,4268000.0,1967000.0,2215000.0,753300.0,3695000.0,2660000.0,2.3999999999999997E8,
1074000.0,1226000.0,1034000.0,4268000.0,1967000.0,2227000.0,741300.0,3740000.0,2616000.0,2.3999999999999997E8,
1074000.0,1225000.0,1035000.0,4268000.0,1979000.0,2215000.0,741300.0,3805000.0,2603000.0,2.3999999999999997E8,
1074000.0,1224000.0,1037000.0,4268000.0,2402000.0,1796000.0,736400.0,3816000.0,2593000.0,2.3999999999999997E8,
1071000.0,1227000.0,1037000.0,4268000.0,2402000.0,1810000.0,723300.0,3860000.0,2548000.0,2.3999999999999997E8,
1071000.0,1227000.0,1037000.0,4268000.0,2396000.0,1810000.0,717300.0,3924000.0,2567000.0,2.3999999999999997E8,
1071000.0,1225000.0,1039000.0,4268000.0,2407000.0,1814000.0,708300.0,3936000.0,2549000.0,2.3999999999999997E8,
1071000.0,1224000.0,1040000.0,4268000.0,2407000.0,1827000.0,703300.0,3948000.0,2529000.0,2.3999999999999997E8,
1069000.0,1226000.0,1040000.0,4268000.0,2418000.0,1821000.0,710300.0,3968000.0,2621000.0,2.3999999999999997E8,
1043000.0,1226000.0,1042000.0,4308000.0,2411000.0,1828000.0,703000.0,3984000.0,2657000.0,2.3999999999999997E8,
1042000.0,1225000.0,1043000.0,4308000.0,2411000.0,1832000.0,699200.0,4000000.0,2676000.0,2.3999999999999997E8,
1024000.0,1226000.0,1044000.0,4325000.0,2417000.0,1832000.0,699200.0,4082000.0,2575000.0,2.3999999999999997E8,
1023000.0,1226000.0,1044000.0,4325000.0,2432000.0,1827000.0,688300.0,4104000.0,2553000.0,2.3999999999999997E8,
1021000.0,1226000.0,1046000.0,4325000.0,2438000.0,1829000.0,686000.0,4156000.0,2494000.0,2.3999999999999997E8,
993900.0,1225000.0,1048000.0,4351000.0,2442000.0,1829000.0,690100.0,4170000.0,2512000.0,2.3999999999999997E8,
993900.0,1224000.0,1049000.0,4351000.0,2456000.0,1821000.0,695900.0,4195000.0,2476000.0,2.3999999999999997E8,
991500.0,1226000.0,1049000.0,4346000.0,2444000.0,1821000.0,710000.0,4219000.0,2431000.0,2.3999999999999997E8,
990900.0,1226000.0,1051000.0,4346000.0,2444000.0,1831000.0,711500.0,4266000.0,2373000.0,2.3999999999999997E8,
1019000.0,1229000.0,1052000.0,4342000.0,2451000.0,1824000.0,717500.0,4294000.0,2359000.0,2.3999999999999997E8,
1017000.0,1229000.0,1053000.0,4342000.0,2469000.0,1806000.0,717500.0,4341000.0,2312000.0,2.3999999999999997E8,
1015000.0,1230000.0,1054000.0,4342000.0,2475000.0,1822000.0,695600.0,4357000.0,2296000.0,2.3999999999999997E8,
1015000.0,1227000.0,1057000.0,4338000.0,2463000.0,1823000.0,692700.0,4352000.0,2295000.0,2.3999999999999997E8,
1013000.0,1228000.0,1057000.0,4338000.0,2445000.0,1810000.0,695000.0,4411000.0,2424000.0,2.3999999999999997E8,
1019000.0,1228000.0,1058000.0,4345000.0,2445000.0,1822000.0,691600.0,4403000.0,2528000.0,2.3999999999999997E8,
1012000.0,1227000.0,1059000.0,4351000.0,2436000.0,1850000.0,659300.0,4460000.0,2471000.0,2.3999999999999997E8,
1012000.0,1226000.0,1061000.0,4351000.0,2421000.0,1850000.0,659300.0,4475000.0,2456000.0,2.3999999999999997E8,
1009000.0,1224000.0,1061000.0,4351000.0,2430000.0,1841000.0,717800.0,4430000.0,2442000.0,2.3999999999999997E8,
996100.0,1223000.0,1061000.0,4356000.0,2417000.0,1836000.0,722600.0,4449000.0,2418000.0,2.4009999999999997E8,
993100.0,1224000.0,1063000.0,4356000.0,2423000.0,1830000.0,727400.0,4458000.0,2404000.0,2.4009999999999997E8,
1048000.0,1224000.0,1065000.0,4356000.0,2437000.0,1817000.0,737500.0,4477000.0,2404000.0,2.3999999999999997E8,
1047000.0,1221000.0,1068000.0,4351000.0,2437000.0,1817000.0,737500.0,4496000.0,2591000.0,2.3999999999999997E8,
1047000.0,1219000.0,1070000.0,4351000.0,2455000.0,1923000.0,612700.0,4569000.0,2518000.0,2.3999999999999997E8,
1046000.0,1216000.0,1074000.0,4343000.0,2455000.0,1933000.0,611600.0,4579000.0,2498000.0,2.3999999999999997E8,
1066000.0,1213000.0,1078000.0,4343000.0,2448000.0,1924000.0,611600.0,4597000.0,2516000.0,2.3999999999999997E8,
1061000.0,1216000.0,1079000.0,4338000.0,2448000.0,1924000.0,624300.0,4624000.0,2502000.0,2.3999999999999997E8,
1059000.0,1218000.0,1079000.0,4338000.0,2454000.0,1918000.0,624300.0,4645000.0,2481000.0,2.3999999999999997E8,
1058000.0,1218000.0,1080000.0,4338000.0,2454000.0,1923000.0,619500.0,4656000.0,2470000.0,2.3999999999999997E8,
1087000.0,1216000.0,1082000.0,4338000.0,2442000.0,1920000.0,619500.0,4688000.0,2447000.0,2.3999999999999997E8,
1086000.0,1215000.0,1084000.0,4333000.0,2436000.0,1913000.0,646400.0,4722000.0,2361000.0,2.3999999999999997E8,
1084000.0,1216000.0,1084000.0,4328000.0,2436000.0,1919000.0,670500.0,4692000.0,2417000.0,2.3999999999999997E8,
1084000.0,1216000.0,1085000.0,4328000.0,2398000.0,1919000.0,688600.0,4740000.0,2351000.0,2.3999999999999997E8,
1061000.0,1213000.0,1089000.0,4348000.0,2655000.0,1645000.0,700600.0,4749000.0,2328000.0,2.3999999999999997E8,
1060000.0,1212000.0,1077000.0,4348000.0,2646000.0,1633000.0,722400.0,4806000.0,2249000.0,2.4009999999999997E8,
1060000.0,1211000.0,1079000.0,4348000.0,2648000.0,1614000.0,722400.0,4840000.0,2215000.0,2.4009999999999997E8,
1056000.0,1215000.0,1080000.0,4348000.0,3026000.0,1240000.0,730600.0,4883000.0,2160000.0,2.4009999999999997E8,
1090000.0,1215000.0,1081000.0,4348000.0,2997000.0,1227000.0,748700.0,4876000.0,2212000.0,2.4009999999999997E8,
1154000.0,1214000.0,1082000.0,4372000.0,2991000.0,1426000.0,546100.0,4990000.0,2246000.0,2.3999999999999997E8,
1153000.0,1212000.0,1084000.0,4372000.0,2993000.0,1432000.0,537100.0,5010000.0,2220000.0,2.3999999999999997E8,
1151000.0,1214000.0,1084000.0,4369000.0,2980000.0,1443000.0,525700.0,5010000.0,2218000.0,2.3999999999999997E8,
1148000.0,1216000.0,1086000.0,4369000.0,2981000.0,1437000.0,522200.0,5061000.0,2158000.0,2.4009999999999997E8,
1196000.0,1215000.0,1087000.0,4367000.0,2986000.0,1432000.0,542300.0,5071000.0,2171000.0,2.3999999999999997E8,
1192000.0,1218000.0,1088000.0,4367000.0,2970000.0,1426000.0,549400.0,5093000.0,2141000.0,2.3999999999999997E8,
1228000.0,1217000.0,1089000.0,4364000.0,2955000.0,1423000.0,561400.0,5177000.0,2199000.0,2.3999999999999997E8,
1221000.0,1217000.0,1090000.0,4370000.0,2933000.0,1423000.0,577500.0,5161000.0,2199000.0,2.3999999999999997E8,
1220000.0,1214000.0,1093000.0,4370000.0,2933000.0,1423000.0,597000.0,5165000.0,2175000.0,2.3999999999999997E8,
1220000.0,1214000.0,1093000.0,4370000.0,2933000.0,1426000.0,600200.0,5290000.0,2031000.0,2.4009999999999997E8,
1258000.0,1214000.0,1094000.0,4370000.0,3798000.0,560300.0,618300.0,5277000.0,2135000.0,2.3999999999999997E8,
1232000.0,1215000.0,1094000.0,4391000.0,3793000.0,566500.0,609200.0,5305000.0,2103000.0,2.3999999999999997E8,
1232000.0,1215000.0,1094000.0,4391000.0,3797000.0,566500.0,605400.0,5318000.0,2089000.0,2.3999999999999997E8,
1229000.0,1217000.0,1094000.0,4391000.0,3797000.0,552700.0,609900.0,5366000.0,2036000.0,2.3999999999999997E8,
1224000.0,1217000.0,1095000.0,4396000.0,3785000.0,552700.0,609900.0,5366000.0,2036000.0,2.4009999999999997E8,
1223000.0,1217000.0,1096000.0,4396000.0,3785000.0,559800.0,621000.0,5366000.0,2001000.0,2.4009999999999997E8,
1223000.0,1216000.0,1097000.0,4396000.0,3768000.0,565800.0,615000.0,5366000.0,2001000.0,2.4009999999999997E8,
1254000.0,1220000.0,1098000.0,4396000.0,3768000.0,565800.0,615000.0,5366000.0,2047000.0,2.3999999999999997E8,
1301000.0,1219000.0,1100000.0,4405000.0,3781000.0,565200.0,602600.0,5417000.0,2149000.0,2.3999999999999997E8,
1288000.0,1218000.0,1102000.0,4418000.0,3781000.0,583500.0,584200.0,5500000.0,2066000.0,2.3999999999999997E8,
1286000.0,1219000.0,1103000.0,4418000.0,3763000.0,588900.0,1240000.0,4919000.0,1979000.0,2.3999999999999997E8,
1327000.0,1219000.0,1104000.0,4415000.0,3763000.0,593600.0,1235000.0,4918000.0,2034000.0,2.3999999999999997E8,
1325000.0,1220000.0,1104000.0,4406000.0,3767000.0,1195000.0,662500.0,4949000.0,2137000.0,2.3999999999999997E8,
1323000.0,1215000.0,1106000.0,4406000.0,3779000.0,1179000.0,648100.0,5000000.0,2272000.0,2.3999999999999997E8,
1274000.0,1217000.0,1106000.0,4447000.0,3779000.0,1179000.0,672200.0,5020000.0,2227000.0,2.3999999999999997E8,
1273000.0,1217000.0,1107000.0,4447000.0,3791000.0,1175000.0,664500.0,5020000.0,2227000.0,2.3999999999999997E8,
1270000.0,1219000.0,1109000.0,4447000.0,3778000.0,1180000.0,669300.0,5068000.0,2170000.0,2.3999999999999997E8,
1268000.0,1216000.0,1110000.0,4447000.0,3756000.0,1186000.0,683000.0,5063000.0,2204000.0,2.3999999999999997E8,
1267000.0,1215000.0,1111000.0,4444000.0,3762000.0,1180000.0,682900.0,5105000.0,2159000.0,2.3999999999999997E8,
1256000.0,1214000.0,1113000.0,4455000.0,3762000.0,1191000.0,672100.0,5122000.0,2142000.0,2.3999999999999997E8,
1233000.0,1212000.0,1113000.0,4471000.0,3764000.0,1169000.0,1288000.0,4517000.0,2131000.0,2.3999999999999997E8,
1233000.0,1211000.0,1115000.0,4471000.0,3764000.0,1184000.0,1274000.0,4561000.0,2087000.0,2.3999999999999997E8,
1229000.0,1213000.0,1116000.0,4471000.0,3767000.0,1181000.0,1280000.0,4555000.0,2087000.0,2.3999999999999997E8,
1252000.0,1211000.0,1118000.0,4469000.0,3761000.0,1178000.0,1287000.0,4548000.0,2131000.0,2.3999999999999997E8,
1301000.0,1208000.0,1120000.0,4466000.0,3772000.0,1183000.0,1270000.0,4561000.0,2154000.0,2.3999999999999997E8,
1299000.0,1210000.0,1121000.0,4466000.0,3784000.0,1182000.0,1264000.0,4592000.0,2175000.0,2.3999999999999997E8,
1299000.0,1210000.0,1121000.0,4466000.0,4002000.0,962600.0,1262000.0,4616000.0,2147000.0,2.3999999999999997E8,
1297000.0,1211000.0,1122000.0,4466000.0,4015000.0,967000.0,1242000.0,4613000.0,2188000.0,2.3999999999999997E8,
1295000.0,1212000.0,1122000.0,4464000.0,4014000.0,973000.0,1245000.0,4647000.0,2202000.0,2.3999999999999997E8,
1294000.0,1212000.0,1123000.0,4460000.0,4014000.0,979200.0,1227000.0,4652000.0,2190000.0,2.3999999999999997E8,
1292000.0,1210000.0,1124000.0,4444000.0,4030000.0,970100.0,1231000.0,4682000.0,2149000.0,2.3999999999999997E8,
1292000.0,1210000.0,1124000.0,4439000.0,4030000.0,983800.0,1223000.0,4688000.0,2094000.0,2.3999999999999997E8,
1292000.0,1209000.0,1125000.0,4435000.0,4035000.0,984400.0,1217000.0,4705000.0,2077000.0,2.3999999999999997E8,
1288000.0,1211000.0,1126000.0,4435000.0,4030000.0,971800.0,1227000.0,4720000.0,2052000.0,2.3999999999999997E8,
1309000.0,1211000.0,1126000.0,4435000.0,4012000.0,975600.0,1235000.0,4725000.0,2083000.0,2.3999999999999997E8,
1309000.0,1211000.0,1114000.0,4435000.0,4012000.0,992300.0,1260000.0,4683000.0,2083000.0,2.3999999999999997E8,
1367000.0,1211000.0,1115000.0,4435000.0,4464000.0,540500.0,1260000.0,4709000.0,2232000.0,2.3999999999999997E8,
1360000.0,1211000.0,1116000.0,4430000.0,4464000.0,545300.0,1271000.0,4717000.0,2286000.0,2.3999999999999997E8,
1358000.0,1210000.0,1120000.0,4430000.0,4470000.0,539300.0,1271000.0,4717000.0,2349000.0,2.3999999999999997E8,
1358000.0,1208000.0,1121000.0,4430000.0,4470000.0,539300.0,1279000.0,4715000.0,2343000.0,2.3999999999999997E8,
1355000.0,1209000.0,1123000.0,4430000.0,4484000.0,530000.0,1274000.0,4715000.0,2431000.0,2.3999999999999997E8,
1355000.0,1208000.0,1123000.0,4423000.0,4487000.0,526900.0,1292000.0,4720000.0,2445000.0,2.3999999999999997E8,
1351000.0,1211000.0,1124000.0,4423000.0,4487000.0,526900.0,1307000.0,4721000.0,2429000.0,2.3999999999999997E8,
1346000.0,1212000.0,1124000.0,4423000.0,4487000.0,526900.0,1313000.0,4715000.0,2416000.0,2.3999999999999997E8,
1342000.0,1214000.0,1125000.0,4423000.0,4495000.0,510500.0,1337000.0,4697000.0,2392000.0,2.3999999999999997E8,
1342000.0,1213000.0,1127000.0,4423000.0,4478000.0,521600.0,1326000.0,4748000.0,2416000.0,2.3999999999999997E8,
1339000.0,1214000.0,1129000.0,4423000.0,4478000.0,521600.0,1326000.0,4838000.0,2311000.0,2.3999999999999997E8,
1335000.0,1217000.0,1129000.0,4423000.0,4549000.0,456400.0,1326000.0,4860000.0,2283000.0,2.3999999999999997E8,
1366000.0,1222000.0,1130000.0,4423000.0,4524000.0,456400.0,1332000.0,4854000.0,2362000.0,2.3999999999999997E8,
1365000.0,1220000.0,1131000.0,4420000.0,4487000.0,450400.0,1364000.0,4868000.0,2415000.0,2.3999999999999997E8,
1376000.0,1220000.0,1131000.0,4420000.0,4503000.0,422400.0,1363000.0,4891000.0,2457000.0,2.3999999999999997E8,
1375000.0,1220000.0,1132000.0,4420000.0,4508000.0,430000.0,1356000.0,4961000.0,2366000.0,2.3999999999999997E8,
1375000.0,1219000.0,1133000.0,4418000.0,4523000.0,420700.0,1355000.0,5045000.0,2275000.0,2.3999999999999997E8,
1340000.0,1222000.0,1134000.0,4446000.0,4508000.0,400400.0,1355000.0,5091000.0,2227000.0,2.4009999999999997E8,
1337000.0,1224000.0,1135000.0,4446000.0,4514000.0,398200.0,1351000.0,5097000.0,2221000.0,2.4009999999999997E8,
1335000.0,1224000.0,1136000.0,4446000.0,4527000.0,395400.0,1347000.0,5091000.0,2221000.0,2.4009999999999997E8,
1333000.0,1225000.0,1138000.0,4441000.0,4514000.0,391400.0,1341000.0,5176000.0,2137000.0,2.4009999999999997E8,
1313000.0,1226000.0,1138000.0,4454000.0,4495000.0,394500.0,1337000.0,5181000.0,2127000.0,2.4009999999999997E8,
1310000.0,1228000.0,1139000.0,4454000.0,4449000.0,411400.0,1375000.0,5163000.0,2090000.0,2.4019999999999997E8,
1309000.0,1228000.0,1141000.0,4454000.0,4462000.0,404000.0,1370000.0,5278000.0,1975000.0,2.4019999999999997E8,
1383000.0,1230000.0,1143000.0,4465000.0,4438000.0,404000.0,1375000.0,5304000.0,2027000.0,2.4009999999999997E8,
1428000.0,1233000.0,1145000.0,4465000.0,4438000.0,414100.0,1383000.0,5286000.0,2058000.0,2.3999999999999997E8,
1424000.0,1237000.0,1145000.0,4465000.0,4433000.0,418700.0,1381000.0,5329000.0,2004000.0,2.3999999999999997E8,
