entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.179,0.3409,0.1099,0.09061,0.06843,0.125,0.05391,0.03921,0.03059,0.03403,0.03499,0.2075,0.2059,
2.178,0.3394,0.11,0.09025,0.06849,0.1247,0.05329,0.03924,0.03061,0.03406,0.03501,0.2077,0.2067,
2.178,0.3612,0.11,0.08989,0.06854,0.1244,0.05333,0.03927,0.03063,0.03409,0.03504,0.2078,0.2069,
2.177,0.3517,0.1099,0.08968,0.06849,0.1242,0.0533,0.03925,0.03062,0.03407,0.03502,0.2087,0.2068,
2.176,0.3508,0.1099,0.08971,0.06852,0.1239,0.05266,0.03927,0.03063,0.03408,0.03503,0.2088,0.2075,
2.176,0.3485,0.1099,0.08971,0.06852,0.1239,0.05266,0.03927,0.03063,0.03408,0.03503,0.2088,0.2075,
2.176,0.3461,0.11,0.08978,0.06857,0.1232,0.05269,0.0393,0.03065,0.03411,0.03505,0.209,0.2077,
2.176,0.3475,0.1096,0.08981,0.06862,0.1229,0.05274,0.03934,0.03068,0.03414,0.03508,0.2092,0.2079,
2.173,0.3483,0.1096,0.08976,0.06857,0.1224,0.05147,0.039,0.03065,0.03411,0.03506,0.2101,0.2093,
2.172,0.3432,0.1096,0.08976,0.06857,0.1224,0.05037,0.039,0.03065,0.03411,0.03506,0.2101,0.2104,
2.172,0.3367,0.1096,0.08976,0.06857,0.1224,0.05037,0.039,0.03065,0.03411,0.03506,0.2101,0.2104,
2.171,0.3372,0.1085,0.0898,0.06859,0.122,0.05039,0.03901,0.03066,0.03412,0.03506,0.2102,0.2116,
2.187,0.3342,0.11,0.08961,0.06844,0.1218,0.05029,0.03893,0.0306,0.03405,0.04451,0.2023,0.2095,
2.186,0.3228,0.1093,0.08961,0.06844,0.1218,0.05029,0.03893,0.0306,0.03405,0.04451,0.2023,0.2101,
2.184,0.3252,0.1084,0.08906,0.06843,0.1214,0.04961,0.03892,0.03059,0.03404,0.0445,0.2033,0.2117,
2.184,0.3209,0.1085,0.0891,0.06846,0.121,0.04963,0.03894,0.0306,0.03405,0.04451,0.2034,0.2118,
2.186,0.321,0.113,0.08904,0.06841,0.1205,0.0496,0.03891,0.03058,0.03403,0.04448,0.2043,0.2071,
2.184,0.3238,0.113,0.08904,0.06841,0.1205,0.04828,0.03891,0.03058,0.03403,0.04448,0.2043,0.2084,
2.184,0.3168,0.1129,0.08895,0.06834,0.1204,0.04823,0.03887,0.03055,0.034,0.04444,0.2051,0.2082,
2.184,0.3132,0.1129,0.08906,0.06842,0.1194,0.04828,0.03892,0.03057,0.03403,0.04448,0.2054,0.2085,
2.181,0.3165,0.1115,0.08906,0.06856,0.1193,0.04641,0.039,0.03064,0.0341,0.04457,0.2058,0.2109,
2.182,0.305,0.1146,0.08894,0.06846,0.1188,0.04635,0.03895,0.0306,0.03406,0.04452,0.2076,0.2071,
2.181,0.3011,0.1145,0.08888,0.06842,0.1183,0.04632,0.03893,0.03058,0.03404,0.04449,0.2086,0.207,
2.181,0.3062,0.1146,0.08892,0.06845,0.1179,0.04634,0.03895,0.03059,0.03405,0.04451,0.2087,0.2071,
2.178,0.3042,0.113,0.08896,0.06637,0.1175,0.04636,0.03896,0.0306,0.03407,0.04453,0.2087,0.2109,
2.178,0.3103,0.1122,0.08908,0.06645,0.1173,0.04641,0.03901,0.03064,0.03411,0.04458,0.209,0.2112,
2.178,0.2956,0.1121,0.08909,0.06636,0.117,0.04645,0.03905,0.03066,0.03414,0.04462,0.2092,0.2114,
2.187,0.289,0.1132,0.08891,0.06622,0.1167,0.04635,0.03897,0.0306,0.03407,0.05091,0.2045,0.2096,
2.185,0.2906,0.1135,0.08868,0.0661,0.1165,0.04562,0.0389,0.03055,0.03401,0.05083,0.2062,0.2091,
2.184,0.2906,0.1133,0.0885,0.06596,0.1163,0.04552,0.03882,0.03049,0.03394,0.05073,0.2078,0.2086,
