entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
1.683,0.2279,0.1464,0.03478,0.02627,0.04799,0.02089,0.0151,0.01174,0.01306,0.01343,0.3352,0.3352,
1.701,0.223,0.1479,0.03478,0.02627,0.04784,0.0209,0.0151,0.01174,0.01306,0.01919,0.3295,0.3338,
1.71,0.23,0.1477,0.03458,0.02622,0.04765,0.02088,0.01509,0.01173,0.01305,0.02268,0.3273,0.3331,
1.708,0.2239,0.1475,0.03452,0.02619,0.04697,0.02086,0.01507,0.01172,0.01304,0.02266,0.3287,0.3328,
1.706,0.2243,0.1472,0.03453,0.0262,0.04699,0.02011,0.01508,0.01172,0.01304,0.02267,0.3288,0.3337,
1.705,0.2189,0.1471,0.03453,0.0262,0.047,0.01991,0.01503,0.01172,0.01305,0.02267,0.3288,0.334,
1.704,0.2185,0.1463,0.03457,0.02623,0.0469,0.01993,0.01505,0.01174,0.01306,0.02269,0.3292,0.3344,
1.704,0.216,0.1458,0.03459,0.02625,0.04693,0.01994,0.01505,0.01174,0.01306,0.0227,0.3294,0.3345,
1.703,0.2162,0.1454,0.03454,0.02621,0.04686,0.01991,0.01503,0.01172,0.01305,0.02267,0.3305,0.334,
1.709,0.2257,0.1472,0.03448,0.02591,0.04669,0.01942,0.01489,0.01171,0.01303,0.02563,0.3288,0.3323,
1.709,0.2226,0.1472,0.03448,0.02591,0.04669,0.01942,0.01489,0.01171,0.01303,0.02563,0.3288,0.3323,
1.723,0.2087,0.1494,0.03445,0.02588,0.04668,0.01942,0.0149,0.01171,0.01303,0.03063,0.3238,0.3301,
1.722,0.2055,0.1491,0.0344,0.02585,0.04646,0.0194,0.01488,0.01169,0.01301,0.03059,0.325,0.3296,
1.72,0.1941,0.1482,0.03431,0.02578,0.04634,0.01934,0.01484,0.01166,0.01298,0.0305,0.3274,0.3287,
1.72,0.1949,0.1482,0.03431,0.02578,0.04634,0.01934,0.01484,0.01166,0.01298,0.0305,0.3274,0.3287,
1.727,0.1923,0.1485,0.03431,0.02578,0.04619,0.01909,0.01484,0.01166,0.01298,0.03388,0.3241,0.3287,
1.727,0.1998,0.1484,0.03432,0.02579,0.04591,0.0191,0.01484,0.01166,0.01298,0.03389,0.3242,0.3289,
1.726,0.1919,0.1484,0.03433,0.02579,0.04575,0.0191,0.01485,0.01167,0.01298,0.0339,0.3243,0.329,
1.73,0.1908,0.1494,0.03434,0.0258,0.04576,0.01911,0.01485,0.01167,0.01299,0.03504,0.3233,0.3278,
1.732,0.1848,0.1498,0.03423,0.02572,0.04562,0.01889,0.01476,0.01158,0.01295,0.03653,0.3239,0.326,
1.742,0.1828,0.1495,0.03419,0.02569,0.04557,0.01887,0.01475,0.01157,0.01293,0.0416,0.32,0.3252,
1.748,0.1809,0.151,0.03405,0.02569,0.04558,0.01887,0.01475,0.01157,0.01294,0.04457,0.3171,0.3239,
1.746,0.1847,0.1511,0.03406,0.0257,0.0456,0.01805,0.01476,0.01158,0.01294,0.04459,0.3172,0.3244,
1.748,0.1731,0.153,0.03407,0.0257,0.04561,0.01805,0.01476,0.01158,0.01295,0.0446,0.3173,0.3224,
1.745,0.1731,0.1521,0.03392,0.02559,0.0454,0.01797,0.01469,0.01153,0.01289,0.0444,0.3206,0.3209,
1.744,0.1743,0.1516,0.03388,0.02556,0.0452,0.01795,0.01468,0.01151,0.01287,0.04435,0.3219,0.3205,
1.744,0.1748,0.1516,0.03388,0.02556,0.0452,0.01795,0.01468,0.01151,0.01287,0.04435,0.3219,0.3205,
1.742,0.2102,0.1514,0.03366,0.02552,0.04514,0.01792,0.01466,0.0115,0.01285,0.04428,0.323,0.3201,
1.746,0.1697,0.1514,0.03339,0.02542,0.04509,0.0179,0.01464,0.01149,0.01284,0.04676,0.3218,0.3193,
1.746,0.1711,0.1506,0.03339,0.02543,0.04511,0.01791,0.01465,0.01149,0.01284,0.04677,0.3219,0.3199,
1.745,0.1741,0.1507,0.03339,0.02544,0.04495,0.01791,0.01465,0.01149,0.01285,0.04678,0.322,0.3199,
1.75,0.1815,0.151,0.03334,0.02545,0.04488,0.01789,0.01463,0.01204,0.01395,0.04657,0.3215,0.3187,
1.75,0.1797,0.1508,0.03344,0.0255,0.04489,0.01789,0.01508,0.0116,0.01395,0.04658,0.3215,0.3188,
1.75,0.1864,0.1507,0.03349,0.02552,0.04489,0.01809,0.01488,0.01176,0.0138,0.04658,0.3215,0.3188,
1.747,0.1971,0.1505,0.03346,0.02554,0.0445,0.02457,0.008347,0.01174,0.01503,0.04527,0.3227,0.3184,
1.745,0.1951,0.15,0.03342,0.02558,0.04412,0.02455,0.008464,0.0118,0.01481,0.04522,0.324,0.318,
1.746,0.1976,0.1499,0.03358,0.02558,0.04412,0.02455,0.008464,0.0118,0.01481,0.04522,0.324,0.318,
1.746,0.216,0.147,0.03363,0.0256,0.04657,0.02451,0.01502,0.005217,0.01545,0.04448,0.3251,0.3175,
1.748,0.2162,0.146,0.03365,0.02568,0.04737,0.02451,0.01502,0.005877,0.01479,0.04448,0.3251,0.3175,
1.749,0.2133,0.1459,0.03377,0.02572,0.04737,0.02468,0.01485,0.006187,0.01448,0.04448,0.3251,0.3175,
1.751,0.2205,0.1452,0.03362,0.0257,0.0478,0.0246,0.0148,0.006167,0.01476,0.04538,0.3259,0.3161,
1.75,0.2173,0.1449,0.03355,0.02574,0.04772,0.02456,0.0149,0.006031,0.01474,0.0453,0.327,0.3155,
1.753,0.2211,0.1449,0.03359,0.02575,0.04772,0.02456,0.0149,0.006031,0.01809,0.04195,0.327,0.3155,
1.751,0.2485,0.1446,0.03319,0.02581,0.04766,0.02452,0.01488,0.006023,0.01807,0.04189,0.3282,0.3151,
1.749,0.2505,0.1442,0.03313,0.0258,0.04759,0.02362,0.01486,0.006014,0.0194,0.04047,0.3294,0.3155,
1.766,0.2573,0.1453,0.03313,0.02583,0.0476,0.02382,0.01467,0.006016,0.02001,0.0475,0.3218,0.3142,
1.766,0.2524,0.1452,0.03312,0.0259,0.04733,0.02383,0.01467,0.006017,0.02059,0.04695,0.322,0.3144,
1.767,0.2505,0.1441,0.03328,0.02591,0.0479,0.02404,0.01448,0.00602,0.02097,0.0466,0.3222,0.3146,
1.767,0.2621,0.144,0.03337,0.02591,0.0479,0.02404,0.01448,0.00602,0.02139,0.04617,0.3222,0.3146,
1.765,0.2543,0.1434,0.03335,0.0259,0.0476,0.02396,0.01444,0.006001,0.02133,0.04603,0.3244,0.3136,
1.779,0.2536,0.1448,0.03337,0.02591,0.04776,0.02392,0.01442,0.005992,0.0225,0.05102,0.3193,0.311,
1.78,0.2605,0.1446,0.03343,0.02592,0.04776,0.02393,0.01442,0.005993,0.02332,0.05021,0.3193,0.3111,
1.779,0.2525,0.1443,0.03347,0.02591,0.04769,0.02389,0.0144,0.005983,0.02373,0.04968,0.3204,0.3106,
1.789,0.2203,0.1434,0.03341,0.02601,0.04777,0.02386,0.01438,0.005976,0.02567,0.05227,0.3171,0.3102,
1.79,0.2196,0.1429,0.03335,0.02595,0.04746,0.02379,0.01434,0.005958,0.02683,0.0526,0.3175,0.3093,
1.795,0.2215,0.1425,0.03349,0.02591,0.04723,0.02376,0.01432,0.00595,0.02784,0.0544,0.3158,0.3089,
1.798,0.2243,0.1418,0.03357,0.02584,0.04709,0.02378,0.01417,0.005931,0.02776,0.05657,0.3156,0.3079,
1.798,0.2228,0.1417,0.03364,0.02589,0.04709,0.02378,0.01417,0.005931,0.02811,0.05621,0.3156,0.3079,
1.799,0.2253,0.1412,0.03362,0.02541,0.04694,0.02371,0.01413,0.005913,0.02916,0.05648,0.3161,0.3073,
1.798,0.2232,0.1402,0.03356,0.02545,0.04728,0.02368,0.01411,0.005905,0.02931,0.05622,0.3173,0.3069,
1.798,0.2285,0.1399,0.03352,0.025,0.0472,0.02364,0.01409,0.005896,0.03212,0.05327,0.3184,0.3069,
1.8,0.2318,0.1393,0.03362,0.02504,0.04769,0.02364,0.01409,0.006283,0.03275,0.05225,0.3184,0.3069,
1.805,0.2355,0.1399,0.03361,0.02506,0.04791,0.02364,0.01409,0.006283,0.0332,0.05438,0.3158,0.3061,
1.806,0.2343,0.1398,0.03357,0.02506,0.04791,0.02364,0.01409,0.006284,0.03394,0.05366,0.3159,0.3062,
1.805,0.2473,0.1395,0.03357,0.02508,0.04784,0.02361,0.01407,0.006274,0.03388,0.05358,0.3169,0.3057,
1.807,0.2484,0.139,0.03343,0.02506,0.04769,0.02353,0.01402,0.006254,0.03414,0.05528,0.3169,0.3047,
1.807,0.2384,0.139,0.03343,0.02509,0.04769,0.02353,0.01402,0.006254,0.03495,0.05446,0.3169,0.3047,
1.814,0.2406,0.1387,0.03332,0.02515,0.04761,0.0235,0.014,0.006244,0.03526,0.05844,0.3135,0.3042,
1.814,0.2287,0.1387,0.03332,0.02521,0.04761,0.0235,0.014,0.006244,0.03526,0.05844,0.3135,0.3042,
1.805,0.2249,0.1384,0.03329,0.02525,0.04754,0.03169,0.005897,0.006489,0.03479,0.05835,0.3146,0.3037,
1.808,0.2319,0.138,0.0334,0.02535,0.04755,0.03109,0.005898,0.006491,0.0355,0.05986,0.3125,0.3044,
1.809,0.2327,0.1377,0.0333,0.02539,0.04743,0.03111,0.005899,0.007143,0.0351,0.05966,0.3127,0.3046,
1.808,0.2352,0.1374,0.03333,0.02541,0.04744,0.03056,0.005901,0.007146,0.03512,0.05968,0.3128,0.3053,
1.807,0.2333,0.1369,0.03331,0.02541,0.04738,0.03052,0.006179,0.006851,0.03543,0.05925,0.3139,0.3049,
1.811,0.2292,0.1385,0.03323,0.02543,0.04739,0.03053,0.00618,0.006853,0.03544,0.06115,0.3121,0.3032,
1.813,0.2285,0.1381,0.03306,0.02541,0.04724,0.03043,0.006161,0.006831,0.03533,0.06331,0.3119,0.3023,
1.812,0.2298,0.1379,0.03302,0.0255,0.04725,0.02972,0.006162,0.006832,0.03533,0.06332,0.3119,0.303,
1.811,0.22,0.1375,0.03298,0.02548,0.04724,0.02911,0.006154,0.007203,0.03509,0.06391,0.3122,0.3032,
1.813,0.2064,0.1386,0.03298,0.02544,0.04717,0.02827,0.006145,0.007193,0.03593,0.06469,0.3115,0.3021,
1.812,0.2151,0.1378,0.03301,0.02541,0.04757,0.0278,0.006135,0.007182,0.03629,0.06417,0.3126,0.302,
1.811,0.2089,0.1375,0.03287,0.02539,0.04751,0.02776,0.006127,0.007172,0.03671,0.06361,0.3137,0.3016,
1.811,0.2114,0.1372,0.03284,0.02538,0.04743,0.02772,0.006306,0.006972,0.03768,0.06249,0.3148,0.3011,
1.81,0.2042,0.137,0.03278,0.02538,0.04736,0.02767,0.006296,0.007275,0.03797,0.06173,0.3159,0.3007,
1.81,0.1892,0.1366,0.03258,0.02539,0.0473,0.02783,0.0061,0.007707,0.03783,0.0613,0.3171,0.3003,
1.807,0.1948,0.1363,0.03263,0.02536,0.04722,0.02649,0.00609,0.00798,0.03827,0.06042,0.3181,0.3011,
1.807,0.1881,0.1361,0.03267,0.02547,0.04722,0.02649,0.00609,0.00798,0.03919,0.0595,0.3181,0.3011,
